p-th Cyclo pol,#F_q (pol factored over F_q),sparsity,ord_p(q),Factors,sparsity <= ord_p(q)?
13,20173,7,6,"[(x^6 + 7661*x^5 + 2*x^4 + 7660*x^3 + 2*x^2 + 7661*x + 1, 7), (x^6 + 12513*x^5 + 2*x^4 + 12512*x^3 + 2*x^2 + 12513*x + 1, 7)]",False
13,20219,7,6,"[(x^6 + 7675*x^5 + 2*x^4 + 7674*x^3 + 2*x^2 + 7675*x + 1, 7), (x^6 + 12545*x^5 + 2*x^4 + 12544*x^3 + 2*x^2 + 12545*x + 1, 7)]",False
13,20297,7,6,"[(x^6 + 5945*x^5 + 2*x^4 + 5944*x^3 + 2*x^2 + 5945*x + 1, 7), (x^6 + 14353*x^5 + 2*x^4 + 14352*x^3 + 2*x^2 + 14353*x + 1, 7)]",False
13,20323,7,6,"[(x^6 + 1929*x^5 + 2*x^4 + 1928*x^3 + 2*x^2 + 1929*x + 1, 7), (x^6 + 18395*x^5 + 2*x^4 + 18394*x^3 + 2*x^2 + 18395*x + 1, 7)]",False
13,20407,7,6,"[(x^6 + 1623*x^5 + 2*x^4 + 1622*x^3 + 2*x^2 + 1623*x + 1, 7), (x^6 + 18785*x^5 + 2*x^4 + 18784*x^3 + 2*x^2 + 18785*x + 1, 7)]",False
13,20479,7,6,"[(x^6 + 5913*x^5 + 2*x^4 + 5912*x^3 + 2*x^2 + 5913*x + 1, 7), (x^6 + 14567*x^5 + 2*x^4 + 14566*x^3 + 2*x^2 + 14567*x + 1, 7)]",False
13,20563,7,6,"[(x^6 + 6807*x^5 + 2*x^4 + 6806*x^3 + 2*x^2 + 6807*x + 1, 7), (x^6 + 13757*x^5 + 2*x^4 + 13756*x^3 + 2*x^2 + 13757*x + 1, 7)]",False
13,20641,7,6,"[(x^6 + 8762*x^5 + 2*x^4 + 8761*x^3 + 2*x^2 + 8762*x + 1, 7), (x^6 + 11880*x^5 + 2*x^4 + 11879*x^3 + 2*x^2 + 11880*x + 1, 7)]",False
13,20693,7,6,"[(x^6 + 7611*x^5 + 2*x^4 + 7610*x^3 + 2*x^2 + 7611*x + 1, 7), (x^6 + 13083*x^5 + 2*x^4 + 13082*x^3 + 2*x^2 + 13083*x + 1, 7)]",False
13,20719,7,6,"[(x^6 + 8029*x^5 + 2*x^4 + 8028*x^3 + 2*x^2 + 8029*x + 1, 7), (x^6 + 12691*x^5 + 2*x^4 + 12690*x^3 + 2*x^2 + 12691*x + 1, 7)]",False
13,20771,7,6,"[(x^6 + 4873*x^5 + 2*x^4 + 4872*x^3 + 2*x^2 + 4873*x + 1, 7), (x^6 + 15899*x^5 + 2*x^4 + 15898*x^3 + 2*x^2 + 15899*x + 1, 7)]",False
13,20849,7,6,"[(x^6 + 7181*x^5 + 2*x^4 + 7180*x^3 + 2*x^2 + 7181*x + 1, 7), (x^6 + 13669*x^5 + 2*x^4 + 13668*x^3 + 2*x^2 + 13669*x + 1, 7)]",False
13,20921,7,6,"[(x^6 + 7526*x^5 + 2*x^4 + 7525*x^3 + 2*x^2 + 7526*x + 1, 7), (x^6 + 13396*x^5 + 2*x^4 + 13395*x^3 + 2*x^2 + 13396*x + 1, 7)]",False
13,20947,7,6,"[(x^6 + 4781*x^5 + 2*x^4 + 4780*x^3 + 2*x^2 + 4781*x + 1, 7), (x^6 + 16167*x^5 + 2*x^4 + 16166*x^3 + 2*x^2 + 16167*x + 1, 7)]",False
13,21031,7,6,"[(x^6 + 2969*x^5 + 2*x^4 + 2968*x^3 + 2*x^2 + 2969*x + 1, 7), (x^6 + 18063*x^5 + 2*x^4 + 18062*x^3 + 2*x^2 + 18063*x + 1, 7)]",False
13,21187,7,6,"[(x^6 + 7381*x^5 + 2*x^4 + 7380*x^3 + 2*x^2 + 7381*x + 1, 7), (x^6 + 13807*x^5 + 2*x^4 + 13806*x^3 + 2*x^2 + 13807*x + 1, 7)]",False
13,21317,7,6,"[(x^6 + 8422*x^5 + 2*x^4 + 8421*x^3 + 2*x^2 + 8422*x + 1, 7), (x^6 + 12896*x^5 + 2*x^4 + 12895*x^3 + 2*x^2 + 12896*x + 1, 7)]",False
13,21467,7,6,"[(x^6 + 1848*x^5 + 2*x^4 + 1847*x^3 + 2*x^2 + 1848*x + 1, 7), (x^6 + 19620*x^5 + 2*x^4 + 19619*x^3 + 2*x^2 + 19620*x + 1, 7)]",False
13,21493,7,6,"[(x^6 + 2405*x^5 + 2*x^4 + 2404*x^3 + 2*x^2 + 2405*x + 1, 7), (x^6 + 19089*x^5 + 2*x^4 + 19088*x^3 + 2*x^2 + 19089*x + 1, 7)]",False
13,21499,7,6,"[(x^6 + 9957*x^5 + 2*x^4 + 9956*x^3 + 2*x^2 + 9957*x + 1, 7), (x^6 + 11543*x^5 + 2*x^4 + 11542*x^3 + 2*x^2 + 11543*x + 1, 7)]",False
13,21577,7,6,"[(x^6 + 8319*x^5 + 2*x^4 + 8318*x^3 + 2*x^2 + 8319*x + 1, 7), (x^6 + 13259*x^5 + 2*x^4 + 13258*x^3 + 2*x^2 + 13259*x + 1, 7)]",False
13,21649,7,6,"[(x^6 + 4242*x^5 + 2*x^4 + 4241*x^3 + 2*x^2 + 4242*x + 1, 7), (x^6 + 17408*x^5 + 2*x^4 + 17407*x^3 + 2*x^2 + 17408*x + 1, 7)]",False
13,21701,7,6,"[(x^6 + 10368*x^5 + 2*x^4 + 10367*x^3 + 2*x^2 + 10368*x + 1, 7), (x^6 + 11334*x^5 + 2*x^4 + 11333*x^3 + 2*x^2 + 11334*x + 1, 7)]",False
13,21727,7,6,"[(x^6 + 7292*x^5 + 2*x^4 + 7291*x^3 + 2*x^2 + 7292*x + 1, 7), (x^6 + 14436*x^5 + 2*x^4 + 14435*x^3 + 2*x^2 + 14436*x + 1, 7)]",False
13,21863,7,6,"[(x^6 + 7798*x^5 + 2*x^4 + 7797*x^3 + 2*x^2 + 7798*x + 1, 7), (x^6 + 14066*x^5 + 2*x^4 + 14065*x^3 + 2*x^2 + 14066*x + 1, 7)]",False
13,21961,7,6,"[(x^6 + 5183*x^5 + 2*x^4 + 5182*x^3 + 2*x^2 + 5183*x + 1, 7), (x^6 + 16779*x^5 + 2*x^4 + 16778*x^3 + 2*x^2 + 16779*x + 1, 7)]",False
13,22013,7,6,"[(x^6 + 6466*x^5 + 2*x^4 + 6465*x^3 + 2*x^2 + 6466*x + 1, 7), (x^6 + 15548*x^5 + 2*x^4 + 15547*x^3 + 2*x^2 + 15548*x + 1, 7)]",False
13,22039,7,6,"[(x^6 + 9556*x^5 + 2*x^4 + 9555*x^3 + 2*x^2 + 9556*x + 1, 7), (x^6 + 12484*x^5 + 2*x^4 + 12483*x^3 + 2*x^2 + 12484*x + 1, 7)]",False
13,22091,7,6,"[(x^6 + 3419*x^5 + 2*x^4 + 3418*x^3 + 2*x^2 + 3419*x + 1, 7), (x^6 + 18673*x^5 + 2*x^4 + 18672*x^3 + 2*x^2 + 18673*x + 1, 7)]",False
13,22123,7,6,"[(x^6 + 8200*x^5 + 2*x^4 + 8199*x^3 + 2*x^2 + 8200*x + 1, 7), (x^6 + 13924*x^5 + 2*x^4 + 13923*x^3 + 2*x^2 + 13924*x + 1, 7)]",False
13,22247,7,6,"[(x^6 + 8951*x^5 + 2*x^4 + 8950*x^3 + 2*x^2 + 8951*x + 1, 7), (x^6 + 13297*x^5 + 2*x^4 + 13296*x^3 + 2*x^2 + 13297*x + 1, 7)]",False
13,22273,7,6,"[(x^6 + 259*x^5 + 2*x^4 + 258*x^3 + 2*x^2 + 259*x + 1, 7), (x^6 + 22015*x^5 + 2*x^4 + 22014*x^3 + 2*x^2 + 22015*x + 1, 7)]",False
13,22279,7,6,"[(x^6 + 2148*x^5 + 2*x^4 + 2147*x^3 + 2*x^2 + 2148*x + 1, 7), (x^6 + 20132*x^5 + 2*x^4 + 20131*x^3 + 2*x^2 + 20132*x + 1, 7)]",False
13,22409,7,6,"[(x^6 + 3855*x^5 + 2*x^4 + 3854*x^3 + 2*x^2 + 3855*x + 1, 7), (x^6 + 18555*x^5 + 2*x^4 + 18554*x^3 + 2*x^2 + 18555*x + 1, 7)]",False
13,22481,7,6,"[(x^6 + 9242*x^5 + 2*x^4 + 9241*x^3 + 2*x^2 + 9242*x + 1, 7), (x^6 + 13240*x^5 + 2*x^4 + 13239*x^3 + 2*x^2 + 13240*x + 1, 7)]",False
13,22637,7,6,"[(x^6 + 2186*x^5 + 2*x^4 + 2185*x^3 + 2*x^2 + 2186*x + 1, 7), (x^6 + 20452*x^5 + 2*x^4 + 20451*x^3 + 2*x^2 + 20452*x + 1, 7)]",False
13,22643,7,6,"[(x^6 + 9974*x^5 + 2*x^4 + 9973*x^3 + 2*x^2 + 9974*x + 1, 7), (x^6 + 12670*x^5 + 2*x^4 + 12669*x^3 + 2*x^2 + 12670*x + 1, 7)]",False
13,22669,7,6,"[(x^6 + 1601*x^5 + 2*x^4 + 1600*x^3 + 2*x^2 + 1601*x + 1, 7), (x^6 + 21069*x^5 + 2*x^4 + 21068*x^3 + 2*x^2 + 21069*x + 1, 7)]",False
13,22721,7,6,"[(x^6 + 4760*x^5 + 2*x^4 + 4759*x^3 + 2*x^2 + 4760*x + 1, 7), (x^6 + 17962*x^5 + 2*x^4 + 17961*x^3 + 2*x^2 + 17962*x + 1, 7)]",False
13,22741,7,6,"[(x^6 + 9784*x^5 + 2*x^4 + 9783*x^3 + 2*x^2 + 9784*x + 1, 7), (x^6 + 12958*x^5 + 2*x^4 + 12957*x^3 + 2*x^2 + 12958*x + 1, 7)]",False
13,22871,7,6,"[(x^6 + 4605*x^5 + 2*x^4 + 4604*x^3 + 2*x^2 + 4605*x + 1, 7), (x^6 + 18267*x^5 + 2*x^4 + 18266*x^3 + 2*x^2 + 18267*x + 1, 7)]",False
13,22877,7,6,"[(x^6 + 11308*x^5 + 2*x^4 + 11307*x^3 + 2*x^2 + 11308*x + 1, 7), (x^6 + 11570*x^5 + 2*x^4 + 11569*x^3 + 2*x^2 + 11570*x + 1, 7)]",False
13,23027,7,6,"[(x^6 + 789*x^5 + 2*x^4 + 788*x^3 + 2*x^2 + 789*x + 1, 7), (x^6 + 22239*x^5 + 2*x^4 + 22238*x^3 + 2*x^2 + 22239*x + 1, 7)]",False
13,23053,7,6,"[(x^6 + 456*x^5 + 2*x^4 + 455*x^3 + 2*x^2 + 456*x + 1, 7), (x^6 + 22598*x^5 + 2*x^4 + 22597*x^3 + 2*x^2 + 22598*x + 1, 7)]",False
13,23059,7,6,"[(x^6 + 1106*x^5 + 2*x^4 + 1105*x^3 + 2*x^2 + 1106*x + 1, 7), (x^6 + 21954*x^5 + 2*x^4 + 21953*x^3 + 2*x^2 + 21954*x + 1, 7)]",False
13,23131,7,6,"[(x^6 + 4321*x^5 + 2*x^4 + 4320*x^3 + 2*x^2 + 4321*x + 1, 7), (x^6 + 18811*x^5 + 2*x^4 + 18810*x^3 + 2*x^2 + 18811*x + 1, 7)]",False
13,23189,7,6,"[(x^6 + 10565*x^5 + 2*x^4 + 10564*x^3 + 2*x^2 + 10565*x + 1, 7), (x^6 + 12625*x^5 + 2*x^4 + 12624*x^3 + 2*x^2 + 12625*x + 1, 7)]",False
13,23209,7,6,"[(x^6 + 9830*x^5 + 2*x^4 + 9829*x^3 + 2*x^2 + 9830*x + 1, 7), (x^6 + 13380*x^5 + 2*x^4 + 13379*x^3 + 2*x^2 + 13380*x + 1, 7)]",False
13,23293,7,6,"[(x^6 + 4712*x^5 + 2*x^4 + 4711*x^3 + 2*x^2 + 4712*x + 1, 7), (x^6 + 18582*x^5 + 2*x^4 + 18581*x^3 + 2*x^2 + 18582*x + 1, 7)]",False
13,23339,7,6,"[(x^6 + 2951*x^5 + 2*x^4 + 2950*x^3 + 2*x^2 + 2951*x + 1, 7), (x^6 + 20389*x^5 + 2*x^4 + 20388*x^3 + 2*x^2 + 20389*x + 1, 7)]",False
13,23371,7,6,"[(x^6 + 2200*x^5 + 2*x^4 + 2199*x^3 + 2*x^2 + 2200*x + 1, 7), (x^6 + 21172*x^5 + 2*x^4 + 21171*x^3 + 2*x^2 + 21172*x + 1, 7)]",False
13,23417,7,6,"[(x^6 + 9568*x^5 + 2*x^4 + 9567*x^3 + 2*x^2 + 9568*x + 1, 7), (x^6 + 13850*x^5 + 2*x^4 + 13849*x^3 + 2*x^2 + 13850*x + 1, 7)]",False
13,23599,7,6,"[(x^6 + 3908*x^5 + 2*x^4 + 3907*x^3 + 2*x^2 + 3908*x + 1, 7), (x^6 + 19692*x^5 + 2*x^4 + 19691*x^3 + 2*x^2 + 19692*x + 1, 7)]",False
13,23677,7,6,"[(x^6 + 4609*x^5 + 2*x^4 + 4608*x^3 + 2*x^2 + 4609*x + 1, 7), (x^6 + 19069*x^5 + 2*x^4 + 19068*x^3 + 2*x^2 + 19069*x + 1, 7)]",False
13,23761,7,6,"[(x^6 + 1595*x^5 + 2*x^4 + 1594*x^3 + 2*x^2 + 1595*x + 1, 7), (x^6 + 22167*x^5 + 2*x^4 + 22166*x^3 + 2*x^2 + 22167*x + 1, 7)]",False
13,23813,7,6,"[(x^6 + 5838*x^5 + 2*x^4 + 5837*x^3 + 2*x^2 + 5838*x + 1, 7), (x^6 + 17976*x^5 + 2*x^4 + 17975*x^3 + 2*x^2 + 17976*x + 1, 7)]",False
13,23833,7,6,"[(x^6 + 2357*x^5 + 2*x^4 + 2356*x^3 + 2*x^2 + 2357*x + 1, 7), (x^6 + 21477*x^5 + 2*x^4 + 21476*x^3 + 2*x^2 + 21477*x + 1, 7)]",False
13,23911,7,6,"[(x^6 + 9308*x^5 + 2*x^4 + 9307*x^3 + 2*x^2 + 9308*x + 1, 7), (x^6 + 14604*x^5 + 2*x^4 + 14603*x^3 + 2*x^2 + 14604*x + 1, 7)]",False
13,23917,7,6,"[(x^6 + 10613*x^5 + 2*x^4 + 10612*x^3 + 2*x^2 + 10613*x + 1, 7), (x^6 + 13305*x^5 + 2*x^4 + 13304*x^3 + 2*x^2 + 13305*x + 1, 7)]",False
13,24151,7,6,"[(x^6 + 7999*x^5 + 2*x^4 + 7998*x^3 + 2*x^2 + 7999*x + 1, 7), (x^6 + 16153*x^5 + 2*x^4 + 16152*x^3 + 2*x^2 + 16153*x + 1, 7)]",False
13,24197,7,6,"[(x^6 + 3177*x^5 + 2*x^4 + 3176*x^3 + 2*x^2 + 3177*x + 1, 7), (x^6 + 21021*x^5 + 2*x^4 + 21020*x^3 + 2*x^2 + 21021*x + 1, 7)]",False
13,24203,7,6,"[(x^6 + 7547*x^5 + 2*x^4 + 7546*x^3 + 2*x^2 + 7547*x + 1, 7), (x^6 + 16657*x^5 + 2*x^4 + 16656*x^3 + 2*x^2 + 16657*x + 1, 7)]",False
13,24223,7,6,"[(x^6 + 9353*x^5 + 2*x^4 + 9352*x^3 + 2*x^2 + 9353*x + 1, 7), (x^6 + 14871*x^5 + 2*x^4 + 14870*x^3 + 2*x^2 + 14871*x + 1, 7)]",False
13,24229,7,6,"[(x^6 + 2710*x^5 + 2*x^4 + 2709*x^3 + 2*x^2 + 2710*x + 1, 7), (x^6 + 21520*x^5 + 2*x^4 + 21519*x^3 + 2*x^2 + 21520*x + 1, 7)]",False
13,24281,7,6,"[(x^6 + 7880*x^5 + 2*x^4 + 7879*x^3 + 2*x^2 + 7880*x + 1, 7), (x^6 + 16402*x^5 + 2*x^4 + 16401*x^3 + 2*x^2 + 16402*x + 1, 7)]",False
13,24359,7,6,"[(x^6 + 7840*x^5 + 2*x^4 + 7839*x^3 + 2*x^2 + 7840*x + 1, 7), (x^6 + 16520*x^5 + 2*x^4 + 16519*x^3 + 2*x^2 + 16520*x + 1, 7)]",False
13,24379,7,6,"[(x^6 + 4970*x^5 + 2*x^4 + 4969*x^3 + 2*x^2 + 4970*x + 1, 7), (x^6 + 19410*x^5 + 2*x^4 + 19409*x^3 + 2*x^2 + 19410*x + 1, 7)]",False
13,24509,7,6,"[(x^6 + 6480*x^5 + 2*x^4 + 6479*x^3 + 2*x^2 + 6480*x + 1, 7), (x^6 + 18030*x^5 + 2*x^4 + 18029*x^3 + 2*x^2 + 18030*x + 1, 7)]",False
13,24593,7,6,"[(x^6 + 4806*x^5 + 2*x^4 + 4805*x^3 + 2*x^2 + 4806*x + 1, 7), (x^6 + 19788*x^5 + 2*x^4 + 19787*x^3 + 2*x^2 + 19788*x + 1, 7)]",False
13,24671,7,6,"[(x^6 + 7843*x^5 + 2*x^4 + 7842*x^3 + 2*x^2 + 7843*x + 1, 7), (x^6 + 16829*x^5 + 2*x^4 + 16828*x^3 + 2*x^2 + 16829*x + 1, 7)]",False
13,24691,7,6,"[(x^6 + 4579*x^5 + 2*x^4 + 4578*x^3 + 2*x^2 + 4579*x + 1, 7), (x^6 + 20113*x^5 + 2*x^4 + 20112*x^3 + 2*x^2 + 20113*x + 1, 7)]",False
13,24697,7,6,"[(x^6 + 7197*x^5 + 2*x^4 + 7196*x^3 + 2*x^2 + 7197*x + 1, 7), (x^6 + 17501*x^5 + 2*x^4 + 17500*x^3 + 2*x^2 + 17501*x + 1, 7)]",False
13,24749,7,6,"[(x^6 + 2117*x^5 + 2*x^4 + 2116*x^3 + 2*x^2 + 2117*x + 1, 7), (x^6 + 22633*x^5 + 2*x^4 + 22632*x^3 + 2*x^2 + 22633*x + 1, 7)]",False
13,24821,7,6,"[(x^6 + 1470*x^5 + 2*x^4 + 1469*x^3 + 2*x^2 + 1470*x + 1, 7), (x^6 + 23352*x^5 + 2*x^4 + 23351*x^3 + 2*x^2 + 23352*x + 1, 7)]",False
13,24847,7,6,"[(x^6 + 4168*x^5 + 2*x^4 + 4167*x^3 + 2*x^2 + 4168*x + 1, 7), (x^6 + 20680*x^5 + 2*x^4 + 20679*x^3 + 2*x^2 + 20680*x + 1, 7)]",False
13,24977,7,6,"[(x^6 + 4654*x^5 + 2*x^4 + 4653*x^3 + 2*x^2 + 4654*x + 1, 7), (x^6 + 20324*x^5 + 2*x^4 + 20323*x^3 + 2*x^2 + 20324*x + 1, 7)]",False
13,25087,7,6,"[(x^6 + 1426*x^5 + 2*x^4 + 1425*x^3 + 2*x^2 + 1426*x + 1, 7), (x^6 + 23662*x^5 + 2*x^4 + 23661*x^3 + 2*x^2 + 23662*x + 1, 7)]",False
13,25237,7,6,"[(x^6 + 1135*x^5 + 2*x^4 + 1134*x^3 + 2*x^2 + 1135*x + 1, 7), (x^6 + 24103*x^5 + 2*x^4 + 24102*x^3 + 2*x^2 + 24103*x + 1, 7)]",False
13,25243,7,6,"[(x^6 + 7818*x^5 + 2*x^4 + 7817*x^3 + 2*x^2 + 7818*x + 1, 7), (x^6 + 17426*x^5 + 2*x^4 + 17425*x^3 + 2*x^2 + 17426*x + 1, 7)]",False
13,25321,7,6,"[(x^6 + 2007*x^5 + 2*x^4 + 2006*x^3 + 2*x^2 + 2007*x + 1, 7), (x^6 + 23315*x^5 + 2*x^4 + 23314*x^3 + 2*x^2 + 23315*x + 1, 7)]",False
13,25367,7,6,"[(x^6 + 2292*x^5 + 2*x^4 + 2291*x^3 + 2*x^2 + 2292*x + 1, 7), (x^6 + 23076*x^5 + 2*x^4 + 23075*x^3 + 2*x^2 + 23076*x + 1, 7)]",False
13,25373,7,6,"[(x^6 + 4102*x^5 + 2*x^4 + 4101*x^3 + 2*x^2 + 4102*x + 1, 7), (x^6 + 21272*x^5 + 2*x^4 + 21271*x^3 + 2*x^2 + 21272*x + 1, 7)]",False
13,25471,7,6,"[(x^6 + 10017*x^5 + 2*x^4 + 10016*x^3 + 2*x^2 + 10017*x + 1, 7), (x^6 + 15455*x^5 + 2*x^4 + 15454*x^3 + 2*x^2 + 15455*x + 1, 7)]",False
13,25523,7,6,"[(x^6 + 9429*x^5 + 2*x^4 + 9428*x^3 + 2*x^2 + 9429*x + 1, 7), (x^6 + 16095*x^5 + 2*x^4 + 16094*x^3 + 2*x^2 + 16095*x + 1, 7)]",False
13,25601,7,6,"[(x^6 + 7338*x^5 + 2*x^4 + 7337*x^3 + 2*x^2 + 7338*x + 1, 7), (x^6 + 18264*x^5 + 2*x^4 + 18263*x^3 + 2*x^2 + 18264*x + 1, 7)]",False
13,25633,7,6,"[(x^6 + 9793*x^5 + 2*x^4 + 9792*x^3 + 2*x^2 + 9793*x + 1, 7), (x^6 + 15841*x^5 + 2*x^4 + 15840*x^3 + 2*x^2 + 15841*x + 1, 7)]",False
13,25679,7,6,"[(x^6 + 10240*x^5 + 2*x^4 + 10239*x^3 + 2*x^2 + 10240*x + 1, 7), (x^6 + 15440*x^5 + 2*x^4 + 15439*x^3 + 2*x^2 + 15440*x + 1, 7)]",False
13,25763,7,6,"[(x^6 + 6034*x^5 + 2*x^4 + 6033*x^3 + 2*x^2 + 6034*x + 1, 7), (x^6 + 19730*x^5 + 2*x^4 + 19729*x^3 + 2*x^2 + 19730*x + 1, 7)]",False
13,25841,7,6,"[(x^6 + 12347*x^5 + 2*x^4 + 12346*x^3 + 2*x^2 + 12347*x + 1, 7), (x^6 + 13495*x^5 + 2*x^4 + 13494*x^3 + 2*x^2 + 13495*x + 1, 7)]",False
13,25867,7,6,"[(x^6 + 483*x^5 + 2*x^4 + 482*x^3 + 2*x^2 + 483*x + 1, 7), (x^6 + 25385*x^5 + 2*x^4 + 25384*x^3 + 2*x^2 + 25385*x + 1, 7)]",False
13,25913,7,6,"[(x^6 + 10533*x^5 + 2*x^4 + 10532*x^3 + 2*x^2 + 10533*x + 1, 7), (x^6 + 15381*x^5 + 2*x^4 + 15380*x^3 + 2*x^2 + 15381*x + 1, 7)]",False
13,25919,7,6,"[(x^6 + 7760*x^5 + 2*x^4 + 7759*x^3 + 2*x^2 + 7760*x + 1, 7), (x^6 + 18160*x^5 + 2*x^4 + 18159*x^3 + 2*x^2 + 18160*x + 1, 7)]",False
13,25939,7,6,"[(x^6 + 7522*x^5 + 2*x^4 + 7521*x^3 + 2*x^2 + 7522*x + 1, 7), (x^6 + 18418*x^5 + 2*x^4 + 18417*x^3 + 2*x^2 + 18418*x + 1, 7)]",False
13,25997,7,6,"[(x^6 + 2684*x^5 + 2*x^4 + 2683*x^3 + 2*x^2 + 2684*x + 1, 7), (x^6 + 23314*x^5 + 2*x^4 + 23313*x^3 + 2*x^2 + 23314*x + 1, 7)]",False
13,26017,7,6,"[(x^6 + 11918*x^5 + 2*x^4 + 11917*x^3 + 2*x^2 + 11918*x + 1, 7), (x^6 + 14100*x^5 + 2*x^4 + 14099*x^3 + 2*x^2 + 14100*x + 1, 7)]",False
13,26153,7,6,"[(x^6 + 5019*x^5 + 2*x^4 + 5018*x^3 + 2*x^2 + 5019*x + 1, 7), (x^6 + 21135*x^5 + 2*x^4 + 21134*x^3 + 2*x^2 + 21135*x + 1, 7)]",False
13,26251,7,6,"[(x^6 + 3317*x^5 + 2*x^4 + 3316*x^3 + 2*x^2 + 3317*x + 1, 7), (x^6 + 22935*x^5 + 2*x^4 + 22934*x^3 + 2*x^2 + 22935*x + 1, 7)]",False
13,26309,7,6,"[(x^6 + 3216*x^5 + 2*x^4 + 3215*x^3 + 2*x^2 + 3216*x + 1, 7), (x^6 + 23094*x^5 + 2*x^4 + 23093*x^3 + 2*x^2 + 23094*x + 1, 7)]",False
13,26387,7,6,"[(x^6 + 10499*x^5 + 2*x^4 + 10498*x^3 + 2*x^2 + 10499*x + 1, 7), (x^6 + 15889*x^5 + 2*x^4 + 15888*x^3 + 2*x^2 + 15889*x + 1, 7)]",False
13,26407,7,6,"[(x^6 + 1161*x^5 + 2*x^4 + 1160*x^3 + 2*x^2 + 1161*x + 1, 7), (x^6 + 25247*x^5 + 2*x^4 + 25246*x^3 + 2*x^2 + 25247*x + 1, 7)]",False
13,26459,7,6,"[(x^6 + 12986*x^5 + 2*x^4 + 12985*x^3 + 2*x^2 + 12986*x + 1, 7), (x^6 + 13474*x^5 + 2*x^4 + 13473*x^3 + 2*x^2 + 13474*x + 1, 7)]",False
13,26641,7,6,"[(x^6 + 6441*x^5 + 2*x^4 + 6440*x^3 + 2*x^2 + 6441*x + 1, 7), (x^6 + 20201*x^5 + 2*x^4 + 20200*x^3 + 2*x^2 + 20201*x + 1, 7)]",False
13,26647,7,6,"[(x^6 + 10091*x^5 + 2*x^4 + 10090*x^3 + 2*x^2 + 10091*x + 1, 7), (x^6 + 16557*x^5 + 2*x^4 + 16556*x^3 + 2*x^2 + 16557*x + 1, 7)]",False
13,26693,7,6,"[(x^6 + 4761*x^5 + 2*x^4 + 4760*x^3 + 2*x^2 + 4761*x + 1, 7), (x^6 + 21933*x^5 + 2*x^4 + 21932*x^3 + 2*x^2 + 21933*x + 1, 7)]",False
13,26699,7,6,"[(x^6 + 7483*x^5 + 2*x^4 + 7482*x^3 + 2*x^2 + 7483*x + 1, 7), (x^6 + 19217*x^5 + 2*x^4 + 19216*x^3 + 2*x^2 + 19217*x + 1, 7)]",False
13,26777,7,6,"[(x^6 + 8062*x^5 + 2*x^4 + 8061*x^3 + 2*x^2 + 8062*x + 1, 7), (x^6 + 18716*x^5 + 2*x^4 + 18715*x^3 + 2*x^2 + 18716*x + 1, 7)]",False
13,26849,7,6,"[(x^6 + 4908*x^5 + 2*x^4 + 4907*x^3 + 2*x^2 + 4908*x + 1, 7), (x^6 + 21942*x^5 + 2*x^4 + 21941*x^3 + 2*x^2 + 21942*x + 1, 7)]",False
13,26881,7,6,"[(x^6 + 13299*x^5 + 2*x^4 + 13298*x^3 + 2*x^2 + 13299*x + 1, 7), (x^6 + 13583*x^5 + 2*x^4 + 13582*x^3 + 2*x^2 + 13583*x + 1, 7)]",False
13,26927,7,6,"[(x^6 + 11500*x^5 + 2*x^4 + 11499*x^3 + 2*x^2 + 11500*x + 1, 7), (x^6 + 15428*x^5 + 2*x^4 + 15427*x^3 + 2*x^2 + 15428*x + 1, 7)]",False
13,26953,7,6,"[(x^6 + 5448*x^5 + 2*x^4 + 5447*x^3 + 2*x^2 + 5448*x + 1, 7), (x^6 + 21506*x^5 + 2*x^4 + 21505*x^3 + 2*x^2 + 21506*x + 1, 7)]",False
13,26959,7,6,"[(x^6 + 2560*x^5 + 2*x^4 + 2559*x^3 + 2*x^2 + 2560*x + 1, 7), (x^6 + 24400*x^5 + 2*x^4 + 24399*x^3 + 2*x^2 + 24400*x + 1, 7)]",False
13,27011,7,6,"[(x^6 + 9403*x^5 + 2*x^4 + 9402*x^3 + 2*x^2 + 9403*x + 1, 7), (x^6 + 17609*x^5 + 2*x^4 + 17608*x^3 + 2*x^2 + 17609*x + 1, 7)]",False
13,27031,7,6,"[(x^6 + 8956*x^5 + 2*x^4 + 8955*x^3 + 2*x^2 + 8956*x + 1, 7), (x^6 + 18076*x^5 + 2*x^4 + 18075*x^3 + 2*x^2 + 18076*x + 1, 7)]",False
13,27109,7,6,"[(x^6 + 10389*x^5 + 2*x^4 + 10388*x^3 + 2*x^2 + 10389*x + 1, 7), (x^6 + 16721*x^5 + 2*x^4 + 16720*x^3 + 2*x^2 + 16721*x + 1, 7)]",False
13,27239,7,6,"[(x^6 + 3222*x^5 + 2*x^4 + 3221*x^3 + 2*x^2 + 3222*x + 1, 7), (x^6 + 24018*x^5 + 2*x^4 + 24017*x^3 + 2*x^2 + 24018*x + 1, 7)]",False
13,27271,7,6,"[(x^6 + 11008*x^5 + 2*x^4 + 11007*x^3 + 2*x^2 + 11008*x + 1, 7), (x^6 + 16264*x^5 + 2*x^4 + 16263*x^3 + 2*x^2 + 16264*x + 1, 7)]",False
13,27427,7,6,"[(x^6 + 1491*x^5 + 2*x^4 + 1490*x^3 + 2*x^2 + 1491*x + 1, 7), (x^6 + 25937*x^5 + 2*x^4 + 25936*x^3 + 2*x^2 + 25937*x + 1, 7)]",False
