p-th Cyclo pol,#F_q (pol factored over F_q),sparsity,ord_p(q),Factors,sparsity <= ord_p(q)?
11,9949,6,5,"[(x^5 + 2156*x^4 + 9948*x^3 + x^2 + 2155*x + 9948, 6), (x^5 + 7794*x^4 + 9948*x^3 + x^2 + 7793*x + 9948, 6)]",False
11,10037,6,5,"[(x^5 + 4825*x^4 + 10036*x^3 + x^2 + 4824*x + 10036, 6), (x^5 + 5213*x^4 + 10036*x^3 + x^2 + 5212*x + 10036, 6)]",False
11,10069,6,5,"[(x^5 + 1175*x^4 + 10068*x^3 + x^2 + 1174*x + 10068, 6), (x^5 + 8895*x^4 + 10068*x^3 + x^2 + 8894*x + 10068, 6)]",False
11,10079,6,5,"[(x^5 + 2905*x^4 + 10078*x^3 + x^2 + 2904*x + 10078, 6), (x^5 + 7175*x^4 + 10078*x^3 + x^2 + 7174*x + 10078, 6)]",False
11,10091,6,5,"[(x^5 + 2426*x^4 + 10090*x^3 + x^2 + 2425*x + 10090, 6), (x^5 + 7666*x^4 + 10090*x^3 + x^2 + 7665*x + 10090, 6)]",False
11,10103,6,5,"[(x^5 + 101*x^4 + 10102*x^3 + x^2 + 100*x + 10102, 6), (x^5 + 10003*x^4 + 10102*x^3 + x^2 + 10002*x + 10102, 6)]",False
11,10151,6,5,"[(x^5 + 175*x^4 + 10150*x^3 + x^2 + 174*x + 10150, 6), (x^5 + 9977*x^4 + 10150*x^3 + x^2 + 9976*x + 10150, 6)]",False
11,10169,6,5,"[(x^5 + 4048*x^4 + 10168*x^3 + x^2 + 4047*x + 10168, 6), (x^5 + 6122*x^4 + 10168*x^3 + x^2 + 6121*x + 10168, 6)]",False
11,10211,6,5,"[(x^5 + 4457*x^4 + 10210*x^3 + x^2 + 4456*x + 10210, 6), (x^5 + 5755*x^4 + 10210*x^3 + x^2 + 5754*x + 10210, 6)]",False
11,10223,6,5,"[(x^5 + 2600*x^4 + 10222*x^3 + x^2 + 2599*x + 10222, 6), (x^5 + 7624*x^4 + 10222*x^3 + x^2 + 7623*x + 10222, 6)]",False
11,10267,6,5,"[(x^5 + 1262*x^4 + 10266*x^3 + x^2 + 1261*x + 10266, 6), (x^5 + 9006*x^4 + 10266*x^3 + x^2 + 9005*x + 10266, 6)]",False
11,10289,6,5,"[(x^5 + 1350*x^4 + 10288*x^3 + x^2 + 1349*x + 10288, 6), (x^5 + 8940*x^4 + 10288*x^3 + x^2 + 8939*x + 10288, 6)]",False
11,10301,6,5,"[(x^5 + 2430*x^4 + 10300*x^3 + x^2 + 2429*x + 10300, 6), (x^5 + 7872*x^4 + 10300*x^3 + x^2 + 7871*x + 10300, 6)]",False
11,10321,6,5,"[(x^5 + 682*x^4 + 10320*x^3 + x^2 + 681*x + 10320, 6), (x^5 + 9640*x^4 + 10320*x^3 + x^2 + 9639*x + 10320, 6)]",False
11,10333,6,5,"[(x^5 + 488*x^4 + 10332*x^3 + x^2 + 487*x + 10332, 6), (x^5 + 9846*x^4 + 10332*x^3 + x^2 + 9845*x + 10332, 6)]",False
11,10343,6,5,"[(x^5 + 509*x^4 + 10342*x^3 + x^2 + 508*x + 10342, 6), (x^5 + 9835*x^4 + 10342*x^3 + x^2 + 9834*x + 10342, 6)]",False
11,10399,6,5,"[(x^5 + 5086*x^4 + 10398*x^3 + x^2 + 5085*x + 10398, 6), (x^5 + 5314*x^4 + 10398*x^3 + x^2 + 5313*x + 10398, 6)]",False
11,10433,6,5,"[(x^5 + 2855*x^4 + 10432*x^3 + x^2 + 2854*x + 10432, 6), (x^5 + 7579*x^4 + 10432*x^3 + x^2 + 7578*x + 10432, 6)]",False
11,10453,6,5,"[(x^5 + 1450*x^4 + 10452*x^3 + x^2 + 1449*x + 10452, 6), (x^5 + 9004*x^4 + 10452*x^3 + x^2 + 9003*x + 10452, 6)]",False
11,10459,6,5,"[(x^5 + 1640*x^4 + 10458*x^3 + x^2 + 1639*x + 10458, 6), (x^5 + 8820*x^4 + 10458*x^3 + x^2 + 8819*x + 10458, 6)]",False
11,10477,6,5,"[(x^5 + 2543*x^4 + 10476*x^3 + x^2 + 2542*x + 10476, 6), (x^5 + 7935*x^4 + 10476*x^3 + x^2 + 7934*x + 10476, 6)]",False
11,10487,6,5,"[(x^5 + 4636*x^4 + 10486*x^3 + x^2 + 4635*x + 10486, 6), (x^5 + 5852*x^4 + 10486*x^3 + x^2 + 5851*x + 10486, 6)]",False
11,10499,6,5,"[(x^5 + 4416*x^4 + 10498*x^3 + x^2 + 4415*x + 10498, 6), (x^5 + 6084*x^4 + 10498*x^3 + x^2 + 6083*x + 10498, 6)]",False
11,10531,6,5,"[(x^5 + 3545*x^4 + 10530*x^3 + x^2 + 3544*x + 10530, 6), (x^5 + 6987*x^4 + 10530*x^3 + x^2 + 6986*x + 10530, 6)]",False
11,10597,6,5,"[(x^5 + 892*x^4 + 10596*x^3 + x^2 + 891*x + 10596, 6), (x^5 + 9706*x^4 + 10596*x^3 + x^2 + 9705*x + 10596, 6)]",False
11,10607,6,5,"[(x^5 + 856*x^4 + 10606*x^3 + x^2 + 855*x + 10606, 6), (x^5 + 9752*x^4 + 10606*x^3 + x^2 + 9751*x + 10606, 6)]",False
11,10613,6,5,"[(x^5 + 1914*x^4 + 10612*x^3 + x^2 + 1913*x + 10612, 6), (x^5 + 8700*x^4 + 10612*x^3 + x^2 + 8699*x + 10612, 6)]",False
11,10631,6,5,"[(x^5 + 3621*x^4 + 10630*x^3 + x^2 + 3620*x + 10630, 6), (x^5 + 7011*x^4 + 10630*x^3 + x^2 + 7010*x + 10630, 6)]",False
11,10651,6,5,"[(x^5 + 4199*x^4 + 10650*x^3 + x^2 + 4198*x + 10650, 6), (x^5 + 6453*x^4 + 10650*x^3 + x^2 + 6452*x + 10650, 6)]",False
11,10657,6,5,"[(x^5 + 4113*x^4 + 10656*x^3 + x^2 + 4112*x + 10656, 6), (x^5 + 6545*x^4 + 10656*x^3 + x^2 + 6544*x + 10656, 6)]",False
11,10663,6,5,"[(x^5 + 4373*x^4 + 10662*x^3 + x^2 + 4372*x + 10662, 6), (x^5 + 6291*x^4 + 10662*x^3 + x^2 + 6290*x + 10662, 6)]",False
11,10723,6,5,"[(x^5 + 2581*x^4 + 10722*x^3 + x^2 + 2580*x + 10722, 6), (x^5 + 8143*x^4 + 10722*x^3 + x^2 + 8142*x + 10722, 6)]",False
11,10729,6,5,"[(x^5 + 1204*x^4 + 10728*x^3 + x^2 + 1203*x + 10728, 6), (x^5 + 9526*x^4 + 10728*x^3 + x^2 + 9525*x + 10728, 6)]",False
11,10739,6,5,"[(x^5 + 4050*x^4 + 10738*x^3 + x^2 + 4049*x + 10738, 6), (x^5 + 6690*x^4 + 10738*x^3 + x^2 + 6689*x + 10738, 6)]",False
11,10789,6,5,"[(x^5 + 2096*x^4 + 10788*x^3 + x^2 + 2095*x + 10788, 6), (x^5 + 8694*x^4 + 10788*x^3 + x^2 + 8693*x + 10788, 6)]",False
11,10861,6,5,"[(x^5 + 181*x^4 + 10860*x^3 + x^2 + 180*x + 10860, 6), (x^5 + 10681*x^4 + 10860*x^3 + x^2 + 10680*x + 10860, 6)]",False
11,10883,6,5,"[(x^5 + 2141*x^4 + 10882*x^3 + x^2 + 2140*x + 10882, 6), (x^5 + 8743*x^4 + 10882*x^3 + x^2 + 8742*x + 10882, 6)]",False
11,10937,6,5,"[(x^5 + 4577*x^4 + 10936*x^3 + x^2 + 4576*x + 10936, 6), (x^5 + 6361*x^4 + 10936*x^3 + x^2 + 6360*x + 10936, 6)]",False
11,10939,6,5,"[(x^5 + 2556*x^4 + 10938*x^3 + x^2 + 2555*x + 10938, 6), (x^5 + 8384*x^4 + 10938*x^3 + x^2 + 8383*x + 10938, 6)]",False
11,10949,6,5,"[(x^5 + 1243*x^4 + 10948*x^3 + x^2 + 1242*x + 10948, 6), (x^5 + 9707*x^4 + 10948*x^3 + x^2 + 9706*x + 10948, 6)]",False
11,10987,6,5,"[(x^5 + 1919*x^4 + 10986*x^3 + x^2 + 1918*x + 10986, 6), (x^5 + 9069*x^4 + 10986*x^3 + x^2 + 9068*x + 10986, 6)]",False
11,10993,6,5,"[(x^5 + 5043*x^4 + 10992*x^3 + x^2 + 5042*x + 10992, 6), (x^5 + 5951*x^4 + 10992*x^3 + x^2 + 5950*x + 10992, 6)]",False
11,11003,6,5,"[(x^5 + 3590*x^4 + 11002*x^3 + x^2 + 3589*x + 11002, 6), (x^5 + 7414*x^4 + 11002*x^3 + x^2 + 7413*x + 11002, 6)]",False
11,11027,6,5,"[(x^5 + 2034*x^4 + 11026*x^3 + x^2 + 2033*x + 11026, 6), (x^5 + 8994*x^4 + 11026*x^3 + x^2 + 8993*x + 11026, 6)]",False
11,11047,6,5,"[(x^5 + 3858*x^4 + 11046*x^3 + x^2 + 3857*x + 11046, 6), (x^5 + 7190*x^4 + 11046*x^3 + x^2 + 7189*x + 11046, 6)]",False
11,11059,6,5,"[(x^5 + 2387*x^4 + 11058*x^3 + x^2 + 2386*x + 11058, 6), (x^5 + 8673*x^4 + 11058*x^3 + x^2 + 8672*x + 11058, 6)]",False
11,11069,6,5,"[(x^5 + 2794*x^4 + 11068*x^3 + x^2 + 2793*x + 11068, 6), (x^5 + 8276*x^4 + 11068*x^3 + x^2 + 8275*x + 11068, 6)]",False
11,11071,6,5,"[(x^5 + 1758*x^4 + 11070*x^3 + x^2 + 1757*x + 11070, 6), (x^5 + 9314*x^4 + 11070*x^3 + x^2 + 9313*x + 11070, 6)]",False
11,11093,6,5,"[(x^5 + 2925*x^4 + 11092*x^3 + x^2 + 2924*x + 11092, 6), (x^5 + 8169*x^4 + 11092*x^3 + x^2 + 8168*x + 11092, 6)]",False
11,11113,6,5,"[(x^5 + 2122*x^4 + 11112*x^3 + x^2 + 2121*x + 11112, 6), (x^5 + 8992*x^4 + 11112*x^3 + x^2 + 8991*x + 11112, 6)]",False
11,11119,6,5,"[(x^5 + 3211*x^4 + 11118*x^3 + x^2 + 3210*x + 11118, 6), (x^5 + 7909*x^4 + 11118*x^3 + x^2 + 7908*x + 11118, 6)]",False
11,11159,6,5,"[(x^5 + 1821*x^4 + 11158*x^3 + x^2 + 1820*x + 11158, 6), (x^5 + 9339*x^4 + 11158*x^3 + x^2 + 9338*x + 11158, 6)]",False
11,11213,6,5,"[(x^5 + 3042*x^4 + 11212*x^3 + x^2 + 3041*x + 11212, 6), (x^5 + 8172*x^4 + 11212*x^3 + x^2 + 8171*x + 11212, 6)]",False
11,11251,6,5,"[(x^5 + 1338*x^4 + 11250*x^3 + x^2 + 1337*x + 11250, 6), (x^5 + 9914*x^4 + 11250*x^3 + x^2 + 9913*x + 11250, 6)]",False
11,11257,6,5,"[(x^5 + 5182*x^4 + 11256*x^3 + x^2 + 5181*x + 11256, 6), (x^5 + 6076*x^4 + 11256*x^3 + x^2 + 6075*x + 11256, 6)]",False
11,11273,6,5,"[(x^5 + 1938*x^4 + 11272*x^3 + x^2 + 1937*x + 11272, 6), (x^5 + 9336*x^4 + 11272*x^3 + x^2 + 9335*x + 11272, 6)]",False
11,11279,6,5,"[(x^5 + 2320*x^4 + 11278*x^3 + x^2 + 2319*x + 11278, 6), (x^5 + 8960*x^4 + 11278*x^3 + x^2 + 8959*x + 11278, 6)]",False
11,11311,6,5,"[(x^5 + 4151*x^4 + 11310*x^3 + x^2 + 4150*x + 11310, 6), (x^5 + 7161*x^4 + 11310*x^3 + x^2 + 7160*x + 11310, 6)]",False
11,11317,6,5,"[(x^5 + 5453*x^4 + 11316*x^3 + x^2 + 5452*x + 11316, 6), (x^5 + 5865*x^4 + 11316*x^3 + x^2 + 5864*x + 11316, 6)]",False
11,11383,6,5,"[(x^5 + 1475*x^4 + 11382*x^3 + x^2 + 1474*x + 11382, 6), (x^5 + 9909*x^4 + 11382*x^3 + x^2 + 9908*x + 11382, 6)]",False
11,11399,6,5,"[(x^5 + 414*x^4 + 11398*x^3 + x^2 + 413*x + 11398, 6), (x^5 + 10986*x^4 + 11398*x^3 + x^2 + 10985*x + 11398, 6)]",False
11,11411,6,5,"[(x^5 + 2304*x^4 + 11410*x^3 + x^2 + 2303*x + 11410, 6), (x^5 + 9108*x^4 + 11410*x^3 + x^2 + 9107*x + 11410, 6)]",False
11,11423,6,5,"[(x^5 + 2810*x^4 + 11422*x^3 + x^2 + 2809*x + 11422, 6), (x^5 + 8614*x^4 + 11422*x^3 + x^2 + 8613*x + 11422, 6)]",False
11,11443,6,5,"[(x^5 + 3143*x^4 + 11442*x^3 + x^2 + 3142*x + 11442, 6), (x^5 + 8301*x^4 + 11442*x^3 + x^2 + 8300*x + 11442, 6)]",False
11,11467,6,5,"[(x^5 + 1457*x^4 + 11466*x^3 + x^2 + 1456*x + 11466, 6), (x^5 + 10011*x^4 + 11466*x^3 + x^2 + 10010*x + 11466, 6)]",False
11,11471,6,5,"[(x^5 + 186*x^4 + 11470*x^3 + x^2 + 185*x + 11470, 6), (x^5 + 11286*x^4 + 11470*x^3 + x^2 + 11285*x + 11470, 6)]",False
11,11489,6,5,"[(x^5 + 2693*x^4 + 11488*x^3 + x^2 + 2692*x + 11488, 6), (x^5 + 8797*x^4 + 11488*x^3 + x^2 + 8796*x + 11488, 6)]",False
11,11587,6,5,"[(x^5 + 1016*x^4 + 11586*x^3 + x^2 + 1015*x + 11586, 6), (x^5 + 10572*x^4 + 11586*x^3 + x^2 + 10571*x + 11586, 6)]",False
11,11597,6,5,"[(x^5 + 2819*x^4 + 11596*x^3 + x^2 + 2818*x + 11596, 6), (x^5 + 8779*x^4 + 11596*x^3 + x^2 + 8778*x + 11596, 6)]",False
11,11621,6,5,"[(x^5 + 3755*x^4 + 11620*x^3 + x^2 + 3754*x + 11620, 6), (x^5 + 7867*x^4 + 11620*x^3 + x^2 + 7866*x + 11620, 6)]",False
11,11719,6,5,"[(x^5 + 4460*x^4 + 11718*x^3 + x^2 + 4459*x + 11718, 6), (x^5 + 7260*x^4 + 11718*x^3 + x^2 + 7259*x + 11718, 6)]",False
11,11731,6,5,"[(x^5 + 1045*x^4 + 11730*x^3 + x^2 + 1044*x + 11730, 6), (x^5 + 10687*x^4 + 11730*x^3 + x^2 + 10686*x + 11730, 6)]",False
11,11779,6,5,"[(x^5 + 2630*x^4 + 11778*x^3 + x^2 + 2629*x + 11778, 6), (x^5 + 9150*x^4 + 11778*x^3 + x^2 + 9149*x + 11778, 6)]",False
11,11801,6,5,"[(x^5 + 4358*x^4 + 11800*x^3 + x^2 + 4357*x + 11800, 6), (x^5 + 7444*x^4 + 11800*x^3 + x^2 + 7443*x + 11800, 6)]",False
11,11807,6,5,"[(x^5 + 2717*x^4 + 11806*x^3 + x^2 + 2716*x + 11806, 6), (x^5 + 9091*x^4 + 11806*x^3 + x^2 + 9090*x + 11806, 6)]",False
11,11839,6,5,"[(x^5 + 1217*x^4 + 11838*x^3 + x^2 + 1216*x + 11838, 6), (x^5 + 10623*x^4 + 11838*x^3 + x^2 + 10622*x + 11838, 6)]",False
11,11863,6,5,"[(x^5 + 3734*x^4 + 11862*x^3 + x^2 + 3733*x + 11862, 6), (x^5 + 8130*x^4 + 11862*x^3 + x^2 + 8129*x + 11862, 6)]",False
11,11867,6,5,"[(x^5 + 4785*x^4 + 11866*x^3 + x^2 + 4784*x + 11866, 6), (x^5 + 7083*x^4 + 11866*x^3 + x^2 + 7082*x + 11866, 6)]",False
11,11927,6,5,"[(x^5 + 2029*x^4 + 11926*x^3 + x^2 + 2028*x + 11926, 6), (x^5 + 9899*x^4 + 11926*x^3 + x^2 + 9898*x + 11926, 6)]",False
11,11933,6,5,"[(x^5 + 3491*x^4 + 11932*x^3 + x^2 + 3490*x + 11932, 6), (x^5 + 8443*x^4 + 11932*x^3 + x^2 + 8442*x + 11932, 6)]",False
11,11939,6,5,"[(x^5 + 3593*x^4 + 11938*x^3 + x^2 + 3592*x + 11938, 6), (x^5 + 8347*x^4 + 11938*x^3 + x^2 + 8346*x + 11938, 6)]",False
11,11971,6,5,"[(x^5 + 190*x^4 + 11970*x^3 + x^2 + 189*x + 11970, 6), (x^5 + 11782*x^4 + 11970*x^3 + x^2 + 11781*x + 11970, 6)]",False
11,12037,6,5,"[(x^5 + 5924*x^4 + 12036*x^3 + x^2 + 5923*x + 12036, 6), (x^5 + 6114*x^4 + 12036*x^3 + x^2 + 6113*x + 12036, 6)]",False
11,12043,6,5,"[(x^5 + 5292*x^4 + 12042*x^3 + x^2 + 5291*x + 12042, 6), (x^5 + 6752*x^4 + 12042*x^3 + x^2 + 6751*x + 12042, 6)]",False
11,12049,6,5,"[(x^5 + 1873*x^4 + 12048*x^3 + x^2 + 1872*x + 12048, 6), (x^5 + 10177*x^4 + 12048*x^3 + x^2 + 10176*x + 12048, 6)]",False
11,12071,6,5,"[(x^5 + 4763*x^4 + 12070*x^3 + x^2 + 4762*x + 12070, 6), (x^5 + 7309*x^4 + 12070*x^3 + x^2 + 7308*x + 12070, 6)]",False
11,12109,6,5,"[(x^5 + 1414*x^4 + 12108*x^3 + x^2 + 1413*x + 12108, 6), (x^5 + 10696*x^4 + 12108*x^3 + x^2 + 10695*x + 12108, 6)]",False
11,12149,6,5,"[(x^5 + 5484*x^4 + 12148*x^3 + x^2 + 5483*x + 12148, 6), (x^5 + 6666*x^4 + 12148*x^3 + x^2 + 6665*x + 12148, 6)]",False
11,12197,6,5,"[(x^5 + 5394*x^4 + 12196*x^3 + x^2 + 5393*x + 12196, 6), (x^5 + 6804*x^4 + 12196*x^3 + x^2 + 6803*x + 12196, 6)]",False
11,12203,6,5,"[(x^5 + 4351*x^4 + 12202*x^3 + x^2 + 4350*x + 12202, 6), (x^5 + 7853*x^4 + 12202*x^3 + x^2 + 7852*x + 12202, 6)]",False
11,12241,6,5,"[(x^5 + 429*x^4 + 12240*x^3 + x^2 + 428*x + 12240, 6), (x^5 + 11813*x^4 + 12240*x^3 + x^2 + 11812*x + 12240, 6)]",False
11,12263,6,5,"[(x^5 + 3306*x^4 + 12262*x^3 + x^2 + 3305*x + 12262, 6), (x^5 + 8958*x^4 + 12262*x^3 + x^2 + 8957*x + 12262, 6)]",False
11,12269,6,5,"[(x^5 + 5286*x^4 + 12268*x^3 + x^2 + 5285*x + 12268, 6), (x^5 + 6984*x^4 + 12268*x^3 + x^2 + 6983*x + 12268, 6)]",False
11,12281,6,5,"[(x^5 + 5097*x^4 + 12280*x^3 + x^2 + 5096*x + 12280, 6), (x^5 + 7185*x^4 + 12280*x^3 + x^2 + 7184*x + 12280, 6)]",False
11,12301,6,5,"[(x^5 + 3895*x^4 + 12300*x^3 + x^2 + 3894*x + 12300, 6), (x^5 + 8407*x^4 + 12300*x^3 + x^2 + 8406*x + 12300, 6)]",False
11,12323,6,5,"[(x^5 + 2251*x^4 + 12322*x^3 + x^2 + 2250*x + 12322, 6), (x^5 + 10073*x^4 + 12322*x^3 + x^2 + 10072*x + 12322, 6)]",False
11,12329,6,5,"[(x^5 + 3761*x^4 + 12328*x^3 + x^2 + 3760*x + 12328, 6), (x^5 + 8569*x^4 + 12328*x^3 + x^2 + 8568*x + 12328, 6)]",False
11,12347,6,5,"[(x^5 + 4239*x^4 + 12346*x^3 + x^2 + 4238*x + 12346, 6), (x^5 + 8109*x^4 + 12346*x^3 + x^2 + 8108*x + 12346, 6)]",False
11,12373,6,5,"[(x^5 + 3488*x^4 + 12372*x^3 + x^2 + 3487*x + 12372, 6), (x^5 + 8886*x^4 + 12372*x^3 + x^2 + 8885*x + 12372, 6)]",False
11,12379,6,5,"[(x^5 + 938*x^4 + 12378*x^3 + x^2 + 937*x + 12378, 6), (x^5 + 11442*x^4 + 12378*x^3 + x^2 + 11441*x + 12378, 6)]",False
11,12391,6,5,"[(x^5 + 3312*x^4 + 12390*x^3 + x^2 + 3311*x + 12390, 6), (x^5 + 9080*x^4 + 12390*x^3 + x^2 + 9079*x + 12390, 6)]",False
11,12401,6,5,"[(x^5 + 3332*x^4 + 12400*x^3 + x^2 + 3331*x + 12400, 6), (x^5 + 9070*x^4 + 12400*x^3 + x^2 + 9069*x + 12400, 6)]",False
11,12413,6,5,"[(x^5 + 432*x^4 + 12412*x^3 + x^2 + 431*x + 12412, 6), (x^5 + 11982*x^4 + 12412*x^3 + x^2 + 11981*x + 12412, 6)]",False
11,12433,6,5,"[(x^5 + 5514*x^4 + 12432*x^3 + x^2 + 5513*x + 12432, 6), (x^5 + 6920*x^4 + 12432*x^3 + x^2 + 6919*x + 12432, 6)]",False
11,12457,6,5,"[(x^5 + 4190*x^4 + 12456*x^3 + x^2 + 4189*x + 12456, 6), (x^5 + 8268*x^4 + 12456*x^3 + x^2 + 8267*x + 12456, 6)]",False
11,12479,6,5,"[(x^5 + 680*x^4 + 12478*x^3 + x^2 + 679*x + 12478, 6), (x^5 + 11800*x^4 + 12478*x^3 + x^2 + 11799*x + 12478, 6)]",False
11,12511,6,5,"[(x^5 + 4638*x^4 + 12510*x^3 + x^2 + 4637*x + 12510, 6), (x^5 + 7874*x^4 + 12510*x^3 + x^2 + 7873*x + 12510, 6)]",False
11,12527,6,5,"[(x^5 + 1870*x^4 + 12526*x^3 + x^2 + 1869*x + 12526, 6), (x^5 + 10658*x^4 + 12526*x^3 + x^2 + 10657*x + 12526, 6)]",False
11,12577,6,5,"[(x^5 + 1833*x^4 + 12576*x^3 + x^2 + 1832*x + 12576, 6), (x^5 + 10745*x^4 + 12576*x^3 + x^2 + 10744*x + 12576, 6)]",False
11,12589,6,5,"[(x^5 + 2451*x^4 + 12588*x^3 + x^2 + 2450*x + 12588, 6), (x^5 + 10139*x^4 + 12588*x^3 + x^2 + 10138*x + 12588, 6)]",False
11,12611,6,5,"[(x^5 + 195*x^4 + 12610*x^3 + x^2 + 194*x + 12610, 6), (x^5 + 12417*x^4 + 12610*x^3 + x^2 + 12416*x + 12610, 6)]",False
11,12637,6,5,"[(x^5 + 3811*x^4 + 12636*x^3 + x^2 + 3810*x + 12636, 6), (x^5 + 8827*x^4 + 12636*x^3 + x^2 + 8826*x + 12636, 6)]",False
11,12653,6,5,"[(x^5 + 5361*x^4 + 12652*x^3 + x^2 + 5360*x + 12652, 6), (x^5 + 7293*x^4 + 12652*x^3 + x^2 + 7292*x + 12652, 6)]",False
11,12659,6,5,"[(x^5 + 113*x^4 + 12658*x^3 + x^2 + 112*x + 12658, 6), (x^5 + 12547*x^4 + 12658*x^3 + x^2 + 12546*x + 12658, 6)]",False
11,12697,6,5,"[(x^5 + 773*x^4 + 12696*x^3 + x^2 + 772*x + 12696, 6), (x^5 + 11925*x^4 + 12696*x^3 + x^2 + 11924*x + 12696, 6)]",False
11,12703,6,5,"[(x^5 + 6226*x^4 + 12702*x^3 + x^2 + 6225*x + 12702, 6), (x^5 + 6478*x^4 + 12702*x^3 + x^2 + 6477*x + 12702, 6)]",False
11,12721,6,5,"[(x^5 + 4644*x^4 + 12720*x^3 + x^2 + 4643*x + 12720, 6), (x^5 + 8078*x^4 + 12720*x^3 + x^2 + 8077*x + 12720, 6)]",False
11,12743,6,5,"[(x^5 + 1648*x^4 + 12742*x^3 + x^2 + 1647*x + 12742, 6), (x^5 + 11096*x^4 + 12742*x^3 + x^2 + 11095*x + 12742, 6)]",False
11,12763,6,5,"[(x^5 + 2514*x^4 + 12762*x^3 + x^2 + 2513*x + 12762, 6), (x^5 + 10250*x^4 + 12762*x^3 + x^2 + 10249*x + 12762, 6)]",False
11,12791,6,5,"[(x^5 + 3639*x^4 + 12790*x^3 + x^2 + 3638*x + 12790, 6), (x^5 + 9153*x^4 + 12790*x^3 + x^2 + 9152*x + 12790, 6)]",False
11,12809,6,5,"[(x^5 + 6307*x^4 + 12808*x^3 + x^2 + 6306*x + 12808, 6), (x^5 + 6503*x^4 + 12808*x^3 + x^2 + 6502*x + 12808, 6)]",False
11,12829,6,5,"[(x^5 + 5980*x^4 + 12828*x^3 + x^2 + 5979*x + 12828, 6), (x^5 + 6850*x^4 + 12828*x^3 + x^2 + 6849*x + 12828, 6)]",False
11,12841,6,5,"[(x^5 + 1128*x^4 + 12840*x^3 + x^2 + 1127*x + 12840, 6), (x^5 + 11714*x^4 + 12840*x^3 + x^2 + 11713*x + 12840, 6)]",False
11,12853,6,5,"[(x^5 + 254*x^4 + 12852*x^3 + x^2 + 253*x + 12852, 6), (x^5 + 12600*x^4 + 12852*x^3 + x^2 + 12599*x + 12852, 6)]",False
11,12907,6,5,"[(x^5 + 4265*x^4 + 12906*x^3 + x^2 + 4264*x + 12906, 6), (x^5 + 8643*x^4 + 12906*x^3 + x^2 + 8642*x + 12906, 6)]",False
11,12917,6,5,"[(x^5 + 2702*x^4 + 12916*x^3 + x^2 + 2701*x + 12916, 6), (x^5 + 10216*x^4 + 12916*x^3 + x^2 + 10215*x + 12916, 6)]",False
11,12919,6,5,"[(x^5 + 1198*x^4 + 12918*x^3 + x^2 + 1197*x + 12918, 6), (x^5 + 11722*x^4 + 12918*x^3 + x^2 + 11721*x + 12918, 6)]",False
11,12923,6,5,"[(x^5 + 2112*x^4 + 12922*x^3 + x^2 + 2111*x + 12922, 6), (x^5 + 10812*x^4 + 12922*x^3 + x^2 + 10811*x + 12922, 6)]",False
11,12941,6,5,"[(x^5 + 4758*x^4 + 12940*x^3 + x^2 + 4757*x + 12940, 6), (x^5 + 8184*x^4 + 12940*x^3 + x^2 + 8183*x + 12940, 6)]",False
11,12967,6,5,"[(x^5 + 2959*x^4 + 12966*x^3 + x^2 + 2958*x + 12966, 6), (x^5 + 10009*x^4 + 12966*x^3 + x^2 + 10008*x + 12966, 6)]",False
11,12973,6,5,"[(x^5 + 1805*x^4 + 12972*x^3 + x^2 + 1804*x + 12972, 6), (x^5 + 11169*x^4 + 12972*x^3 + x^2 + 11168*x + 12972, 6)]",False
11,12983,6,5,"[(x^5 + 2728*x^4 + 12982*x^3 + x^2 + 2727*x + 12982, 6), (x^5 + 10256*x^4 + 12982*x^3 + x^2 + 10255*x + 12982, 6)]",False
11,13007,6,5,"[(x^5 + 6447*x^4 + 13006*x^3 + x^2 + 6446*x + 13006, 6), (x^5 + 6561*x^4 + 13006*x^3 + x^2 + 6560*x + 13006, 6)]",False
11,13033,6,5,"[(x^5 + 548*x^4 + 13032*x^3 + x^2 + 547*x + 13032, 6), (x^5 + 12486*x^4 + 13032*x^3 + x^2 + 12485*x + 13032, 6)]",False
11,13049,6,5,"[(x^5 + 5544*x^4 + 13048*x^3 + x^2 + 5543*x + 13048, 6), (x^5 + 7506*x^4 + 13048*x^3 + x^2 + 7505*x + 13048, 6)]",False
11,13093,6,5,"[(x^5 + 380*x^4 + 13092*x^3 + x^2 + 379*x + 13092, 6), (x^5 + 12714*x^4 + 13092*x^3 + x^2 + 12713*x + 13092, 6)]",False
11,13099,6,5,"[(x^5 + 5316*x^4 + 13098*x^3 + x^2 + 5315*x + 13098, 6), (x^5 + 7784*x^4 + 13098*x^3 + x^2 + 7783*x + 13098, 6)]",False
11,13121,6,5,"[(x^5 + 6065*x^4 + 13120*x^3 + x^2 + 6064*x + 13120, 6), (x^5 + 7057*x^4 + 13120*x^3 + x^2 + 7056*x + 13120, 6)]",False
11,13127,6,5,"[(x^5 + 2231*x^4 + 13126*x^3 + x^2 + 2230*x + 13126, 6), (x^5 + 10897*x^4 + 13126*x^3 + x^2 + 10896*x + 13126, 6)]",False
11,13159,6,5,"[(x^5 + 257*x^4 + 13158*x^3 + x^2 + 256*x + 13158, 6), (x^5 + 12903*x^4 + 13158*x^3 + x^2 + 12902*x + 13158, 6)]",False
11,13171,6,5,"[(x^5 + 836*x^4 + 13170*x^3 + x^2 + 835*x + 13170, 6), (x^5 + 12336*x^4 + 13170*x^3 + x^2 + 12335*x + 13170, 6)]",False
