p-th Cyclo pol,qMin = #elements in `sparsest field`,sparsity,ord_p(qMin),sparsity <= ord_p(qMin)?
2963,13,1379,1481,True
2963,19,1400,1481,True
2963,23,1413,1481,True
2963,29,1419,1481,True
2969,2,181,371,True
2969,5,298,371,True
2969,7,1253,1484,True
2969,19,703,742,True
2969,23,11,14,True
2969,29,401,424,True
2971,2,47,110,True
2971,3,628,990,True
2971,5,1189,1485,True
2971,7,418,495,True
2971,17,1406,1485,True
2971,23,309,330,True
2971,29,478,495,True
2999,2,719,1499,True
2999,3,956,1499,True
2999,5,1183,1499,True
2999,7,1291,1499,True
2999,11,1353,1499,True
2999,13,1374,1499,True
3001,2,755,1500,True
3001,3,303,500,True
3001,5,196,250,True
3001,7,843,1000,True
3001,11,19,25,True
3001,13,548,600,True
3001,17,348,375,True
3001,19,551,600,True
3011,3,980,1505,True
3011,5,1179,1505,True
3011,7,501,602,True
3011,11,1354,1505,True
3011,13,549,602,True
3011,17,1416,1505,True
3011,23,1442,1505,True
3011,29,1453,1505,True
3019,3,655,1006,True
3019,5,1216,1509,True
3019,7,853,1006,True
3019,13,459,503,True
3019,19,933,1006,True
3019,29,971,1006,True
3023,2,771,1511,True
3023,3,1001,1511,True
3023,7,1296,1511,True
3023,19,1437,1511,True
3023,23,1432,1511,True
3023,29,1470,1511,True
3037,3,1009,1518,True
3037,7,883,1012,True
3037,11,692,759,True
3037,19,475,506,True
3037,23,1457,1518,True
3037,29,965,1012,True
3041,2,747,1520,True
3041,5,1199,1520,True
3041,11,1383,1520,True
3041,13,1411,1520,True
3041,17,703,760,True
3041,19,175,190,True
3041,29,723,760,True
3049,2,351,762,True
3049,3,329,508,True
3049,5,1221,1524,True
3049,7,419,508,True
3049,17,937,1016,True
3049,19,1424,1524,True
3049,23,1443,1524,True
3049,29,481,508,True
3061,2,75,204,True
3061,3,1036,1530,True
3061,5,17,34,True
3061,7,661,765,True
3061,11,691,765,True
3061,17,1445,1530,True
3061,19,951,1020,True
3061,23,1454,1530,True
3061,29,159,170,True
3067,3,671,1022,True
3067,7,119,146,True
3067,13,1411,1533,True
3067,17,963,1022,True
3067,19,481,511,True
3067,23,969,1022,True
3067,29,1480,1533,True
3079,2,795,1539,True
3079,3,63,114,True
3079,5,410,513,True
3079,7,1307,1539,True
3079,11,1403,1539,True
3079,17,475,513,True
3079,23,1474,1539,True
3079,29,163,171,True
3083,3,1046,1541,True
3083,7,15,23,True
3083,29,1484,1541,True
3089,2,379,772,True
3089,5,1217,1544,True
3089,7,1317,1544,True
3089,11,1399,1544,True
3089,19,1461,1544,True
3109,2,205,444,True
3109,3,330,518,True
3109,5,84,111,True
3109,7,214,259,True
3109,17,727,777,True
3109,23,493,518,True
3109,29,1501,1554,True
3119,2,735,1559,True
3119,3,1019,1559,True
3119,5,1210,1559,True
3119,11,1423,1559,True
3119,13,1435,1559,True
3119,17,1458,1559,True
3119,19,1478,1559,True
3119,23,1464,1559,True
3119,29,1503,1559,True
3121,2,65,156,True
3121,3,1004,1560,True
3121,5,51,78,True
3121,11,208,240,True
3121,13,471,520,True
3121,19,727,780,True
3121,23,487,520,True
3121,29,201,208,True
3137,2,365,784,True
3137,5,351,448,True
3137,7,607,784,True
3137,13,717,784,True
3137,17,1469,1568,True
3137,23,737,784,True
3137,29,1507,1568,True
3163,2,501,1054,True
3163,7,455,527,True
3163,11,80,93,True
3163,13,1463,1581,True
3163,17,1483,1581,True
3163,29,1009,1054,True
3167,2,791,1583,True
3167,3,1055,1583,True
3167,7,1387,1583,True
3167,11,1428,1583,True
3167,19,1496,1583,True
3167,29,1526,1583,True
3169,2,757,1584,True
3169,3,507,792,True
3169,5,1247,1584,True
3169,11,147,176,True
3169,13,88,99,True
3169,23,1513,1584,True
3181,2,547,1060,True
3181,3,171,265,True
3181,5,1283,1590,True
3181,13,1473,1590,True
3181,17,746,795,True
3181,19,601,636,True
3181,29,1529,1590,True
3187,3,66,118,True
3187,7,902,1062,True
3187,11,479,531,True
3187,17,503,531,True
3187,19,1504,1593,True
3187,29,1021,1062,True
3191,2,21,55,True
3191,3,211,319,True
3191,5,1260,1595,True
3191,7,1364,1595,True
3191,13,577,638,True
3191,19,1521,1595,True
3191,23,1532,1595,True
3191,29,1544,1595,True
3203,3,1076,1601,True
3203,11,1460,1601,True
3203,29,1542,1601,True
3209,2,777,1604,True
3209,5,633,802,True
3209,17,1497,1604,True
3209,19,381,401,True
3209,23,751,802,True
3217,2,373,804,True
3217,3,348,536,True
3217,7,219,268,True
3217,11,351,402,True
3217,13,975,1072,True
3217,17,1503,1608,True
3217,19,365,402,True
3221,2,257,644,True
3221,3,391,644,True
3221,5,1227,1610,True
3221,7,1363,1610,True
3221,11,3,5,True
3221,13,146,161,True
3221,17,1517,1610,True
3221,23,757,805,True
3229,2,553,1076,True
3229,3,528,807,True
3229,5,208,269,True
3229,7,677,807,True
3229,13,967,1076,True
3229,17,1509,1614,True
3229,23,252,269,True
3229,29,1029,1076,True
3251,2,309,650,True
3251,3,1124,1625,True
3251,5,1293,1625,True
3251,7,1376,1625,True
3251,11,1466,1625,True
3251,13,1506,1625,True
3251,17,1513,1625,True
3251,19,1544,1625,True
3253,3,170,271,True
3253,13,1497,1626,True
3253,19,771,813,True
3253,29,519,542,True
3257,2,203,407,True
3257,5,225,296,True
3257,7,343,407,True
3257,11,1483,1628,True
3257,13,265,296,True
3257,29,1561,1628,True
3259,2,505,1086,True
3259,5,1310,1629,True
3259,7,299,362,True
3259,11,944,1086,True
3259,13,1512,1629,True
3259,19,166,181,True
3259,29,1041,1086,True
3271,2,271,545,True
3271,5,1307,1635,True
3271,11,985,1090,True
3271,13,1003,1090,True
3271,17,609,654,True
3271,19,1555,1635,True
3271,23,309,327,True
3271,29,529,545,True
3299,3,1112,1649,True
3299,5,1319,1649,True
3299,11,1490,1649,True
3299,13,1530,1649,True
3299,17,1543,1649,True
3299,19,1548,1649,True
3299,23,1589,1649,True
3299,29,1598,1649,True
3301,2,305,660,True
3301,3,1098,1650,True
3301,5,53,75,True
3301,7,443,550,True
3301,11,301,330,True
3301,13,1497,1650,True
3301,23,1587,1650,True
3301,29,525,550,True
3307,7,1425,1653,True
3307,11,1496,1653,True
3307,13,998,1102,True
3307,17,1558,1653,True
3307,19,1037,1102,True
3307,29,1597,1653,True
3313,2,387,828,True
3313,3,1092,1656,True
3313,5,861,1104,True
3313,7,1395,1656,True
3313,17,1541,1656,True
3313,19,1573,1656,True
3313,23,255,276,True
3313,29,173,184,True
3319,2,803,1659,True
3319,3,704,1106,True
3319,5,1312,1659,True
3319,7,929,1106,True
3319,11,498,553,True
3319,13,1512,1659,True
3319,17,1580,1659,True
3319,19,518,553,True
3319,23,1566,1659,True
3319,29,525,553,True
3323,3,1121,1661,True
3323,7,1418,1661,True
3323,11,269,302,True
3323,17,1546,1661,True
3323,23,1599,1661,True
3329,2,829,1664,True
3329,5,1303,1664,True
3329,7,1429,1664,True
3329,13,179,208,True
3329,17,237,256,True
3329,19,1569,1664,True
3329,29,1597,1664,True
3331,2,99,222,True
3331,5,1326,1665,True
3331,7,1447,1665,True
3331,11,1005,1110,True
3331,13,1542,1665,True
3331,17,1551,1665,True
3331,19,631,666,True
3331,23,1589,1665,True
3331,29,1596,1665,True
3343,2,277,557,True
3343,3,705,1114,True
3343,11,1523,1671,True
3343,17,1035,1114,True
3343,19,1581,1671,True
3347,3,1121,1673,True
3347,7,396,478,True
3347,17,1582,1673,True
3347,19,1584,1673,True
3347,23,453,478,True
3359,2,863,1679,True
3359,3,1118,1679,True
3359,5,1341,1679,True
3359,7,1447,1679,True
3359,19,1582,1679,True
3359,29,1628,1679,True
3361,2,81,168,True
3361,3,1121,1680,True
3361,5,438,560,True
3361,7,131,168,True
3361,11,430,480,True
3361,13,617,672,True
3361,17,145,160,True
3361,19,775,840,True
3361,23,793,840,True
3361,29,1075,1120,True
3371,3,1118,1685,True
3371,5,1361,1685,True
3371,13,1550,1685,True
3371,19,1583,1685,True
3371,23,635,674,True
3371,29,1632,1685,True
3373,2,503,1124,True
3373,3,181,281,True
3373,7,948,1124,True
3373,23,1051,1124,True
3373,29,269,281,True
3389,2,217,484,True
3389,5,1299,1694,True
3389,7,726,847,True
3389,11,1533,1694,True
3389,13,778,847,True
3389,19,794,847,True
3389,23,1621,1694,True
3389,29,815,847,True
3391,2,47,113,True
3391,5,1374,1695,True
3391,7,1466,1695,True
3391,17,1590,1695,True
3391,23,536,565,True
3391,29,1085,1130,True
3407,2,855,1703,True
3407,3,1106,1703,True
3407,7,1441,1703,True
3407,11,1544,1703,True
3407,13,1565,1703,True
3407,23,243,262,True
3407,29,21,26,True
3413,7,1447,1706,True
3413,11,766,853,True
3413,17,799,853,True
3413,23,812,853,True
3413,29,826,853,True
3433,2,833,1716,True
3433,3,1131,1716,True
3433,7,975,1144,True
3433,11,123,143,True
3433,13,394,429,True
3433,17,531,572,True
3433,19,1079,1144,True
3433,23,407,429,True
3449,2,203,431,True
3449,5,335,431,True
3449,13,1587,1724,True
3449,17,1635,1724,True
3457,2,281,576,True
3457,3,1129,1728,True
3457,5,877,1152,True
3457,11,249,288,True
3457,13,1571,1728,True
3457,19,1087,1152,True
3457,23,1091,1152,True
3457,29,1651,1728,True
3461,5,129,173,True
3461,7,586,692,True
3461,11,617,692,True
3461,13,1605,1730,True
3461,29,659,692,True
3463,2,287,577,True
3463,7,500,577,True
3463,11,1053,1154,True
3463,17,1081,1154,True
3463,19,1087,1154,True
3467,3,1160,1733,True
3467,11,1586,1733,True
3467,13,1627,1733,True
3467,17,1639,1733,True
3467,23,1668,1733,True
3467,29,1667,1733,True
3469,3,572,867,True
3469,5,1379,1734,True
3469,7,742,867,True
3469,11,513,578,True
3469,17,529,578,True
3469,19,1647,1734,True
3491,3,1163,1745,True
3491,5,1435,1745,True
3491,7,1488,1745,True
3491,13,630,698,True
3491,19,1672,1745,True
3499,3,782,1166,True
3499,5,468,583,True
3499,7,1481,1749,True
3499,13,83,106,True
3499,17,293,318,True
3499,19,1635,1749,True
3511,2,895,1755,True
3511,3,147,270,True
3511,5,1380,1755,True
3511,11,523,585,True
3511,13,1627,1755,True
3511,17,546,585,True
3511,19,1669,1755,True
3511,23,1681,1755,True
3517,3,375,586,True
3517,17,545,586,True
3517,19,1107,1172,True
3527,2,899,1763,True
3527,3,1139,1763,True
3527,7,1498,1763,True
3527,11,1590,1763,True
3527,13,1620,1763,True
3527,17,1650,1763,True
3527,19,1674,1763,True
3529,2,437,882,True
3529,3,171,294,True
3529,5,1414,1764,True
3529,7,38,49,True
3529,11,1579,1764,True
3529,13,1075,1176,True
3529,23,369,392,True
3529,29,1693,1764,True
3533,13,1617,1766,True
3533,29,852,883,True
3539,3,1175,1769,True
3539,5,1432,1769,True
3539,11,1614,1769,True
3539,13,23,29,True
3539,23,1705,1769,True
3539,29,1700,1769,True
3541,2,105,236,True
3541,3,1199,1770,True
3541,5,449,590,True
3541,11,1072,1180,True
3541,13,209,236,True
3541,17,1101,1180,True
3541,19,836,885,True
3541,23,663,708,True
3541,29,1129,1180,True
3547,7,164,197,True
3547,17,1113,1182,True
3547,19,1685,1773,True
3547,23,1715,1773,True
3547,29,1711,1773,True
3557,7,1497,1778,True
3557,11,797,889,True
3557,17,840,889,True
3557,19,832,889,True
3557,23,473,508,True
3559,2,875,1779,True
3559,5,1423,1779,True
3559,7,1527,1779,True
3559,11,533,593,True
3559,13,1662,1779,True
3559,17,1103,1186,True
3559,19,1109,1186,True
3559,23,561,593,True
3559,29,1125,1186,True
3571,5,1457,1785,True
3571,11,1632,1785,True
3571,13,1611,1785,True
3571,17,110,119,True
3571,19,1705,1785,True
3571,23,1129,1190,True
3571,29,1721,1785,True
3581,5,137,179,True
3581,7,762,895,True
3581,19,1695,1790,True
3581,23,860,895,True
3583,2,875,1791,True
3583,7,164,199,True
3583,11,544,597,True
3583,17,1673,1791,True
3583,19,369,398,True
3583,23,1143,1194,True
3583,29,1728,1791,True
3593,2,879,1796,True
3593,7,737,898,True
3607,2,303,601,True
3607,3,799,1202,True
3607,11,1640,1803,True
3607,17,1119,1202,True
3607,23,1719,1803,True
3607,29,1167,1202,True
3613,3,1123,1806,True
3613,7,1524,1806,True
3613,11,799,903,True
3613,13,269,301,True
3613,17,850,903,True
3613,23,284,301,True
3613,29,495,516,True
3617,2,853,1808,True
3617,11,403,452,True
3617,13,417,452,True
3617,17,841,904,True
3617,19,103,113,True
3617,23,1726,1808,True
3623,2,915,1811,True
3623,3,1196,1811,True
3623,13,1671,1811,True
3623,17,1733,1811,True
3623,19,1719,1811,True
3631,2,291,605,True
3631,3,754,1210,True
3631,5,277,363,True
3631,7,23,33,True
3631,11,291,330,True
3631,13,1678,1815,True
3631,17,1108,1210,True
3631,19,113,121,True
3631,23,341,363,True
3631,29,581,605,True
3637,3,597,909,True
3637,5,317,404,True
3637,7,257,303,True
3637,11,357,404,True
3637,13,1665,1818,True
3637,17,285,303,True
3637,23,185,202,True
3643,7,1573,1821,True
3643,11,1667,1821,True
3643,13,1663,1821,True
3643,17,1145,1214,True
3643,19,566,607,True
3643,23,1173,1214,True
3643,29,1167,1214,True
3659,3,1244,1829,True
3659,5,1480,1829,True
3659,7,1559,1829,True
3659,11,1686,1829,True
3659,17,1724,1829,True
3659,29,1764,1829,True
3671,2,939,1835,True
3671,3,1208,1835,True
3671,5,1459,1835,True
3671,7,1545,1835,True
3671,11,1669,1835,True
3671,17,1709,1835,True
3671,23,1739,1835,True
3673,2,427,918,True
3673,3,291,459,True
3673,17,141,153,True
3673,19,1733,1836,True
3673,23,434,459,True
3677,7,1558,1838,True
3677,11,840,919,True
3677,29,887,919,True
3691,3,477,738,True
3691,5,1520,1845,True
3691,7,601,738,True
3691,11,1672,1845,True
3691,13,185,205,True
3691,17,40,45,True
3691,23,1770,1845,True
3697,2,911,1848,True
3697,3,138,231,True
3697,7,770,924,True
3697,11,830,924,True
3697,13,1129,1232,True
3697,17,27,33,True
3697,19,285,308,True
3697,23,11,16,True
3697,29,513,528,True
3701,5,284,370,True
3701,11,165,185,True
3701,13,833,925,True
3709,3,1211,1854,True
3709,5,78,103,True
3709,7,335,412,True
3709,11,1114,1236,True
3709,13,842,927,True
3709,17,1157,1236,True
3709,19,1737,1854,True
3709,23,883,927,True
3709,29,391,412,True
3719,2,963,1859,True
3719,3,1190,1859,True
3719,5,1483,1859,True
3719,11,285,338,True
3719,13,1709,1859,True
3719,17,131,143,True
3719,19,1752,1859,True
3719,29,1799,1859,True
3727,2,955,1863,True
3727,5,311,414,True
3727,7,65,81,True
3727,13,1719,1863,True
3727,17,1754,1863,True
3727,19,73,81,True
3727,23,1163,1242,True
3733,3,187,311,True
3733,5,981,1244,True
3733,7,257,311,True
3733,11,533,622,True
3733,19,884,933,True
3739,2,229,534,True
3739,3,825,1246,True
3739,5,1502,1869,True
3739,11,562,623,True
3739,13,1131,1246,True
3739,17,248,267,True
3739,19,251,267,True
3761,2,85,188,True
3761,5,1530,1880,True
3761,7,787,940,True
3761,13,853,940,True
3761,17,1761,1880,True
3761,23,1779,1880,True
3761,29,899,940,True
3767,2,939,1883,True
3767,3,1283,1883,True
3767,13,1736,1883,True
3769,2,911,1884,True
3769,3,612,942,True
3769,5,374,471,True
3769,13,1721,1884,True
3769,19,597,628,True
3769,29,291,314,True
3779,3,1232,1889,True
3779,5,1517,1889,True
3779,7,1626,1889,True
3779,11,1724,1889,True
3779,13,1734,1889,True
3779,23,1810,1889,True
3779,29,1833,1889,True
3793,2,977,1896,True
3793,3,1265,1896,True
3793,11,1715,1896,True
3793,13,69,79,True
3793,17,216,237,True
3793,23,1197,1264,True
3793,29,607,632,True
3797,13,1753,1898,True
3797,19,895,949,True
3797,23,1817,1898,True
3803,3,1232,1901,True
3803,11,1712,1901,True
3803,19,1797,1901,True
3803,29,1846,1901,True
3821,2,357,764,True
3821,5,749,955,True
3821,11,850,955,True
3821,13,871,955,True
3821,17,904,955,True
3821,23,1815,1910,True
3821,29,1837,1910,True
3823,2,293,637,True
3823,5,999,1274,True
3823,7,75,98,True
3823,11,568,637,True
3823,13,1765,1911,True
3823,17,1783,1911,True
3823,23,1830,1911,True
3823,29,256,273,True
3833,2,479,958,True
3833,7,1643,1916,True
3833,11,428,479,True
3833,17,881,958,True
3833,19,5,8,True
3833,29,459,479,True
3847,2,967,1923,True
3847,3,808,1282,True
3847,7,1075,1282,True
3847,11,574,641,True
3847,13,1760,1923,True
3847,29,1231,1282,True
3851,3,4,11,True
3851,5,1547,1925,True
3851,7,282,350,True
3851,13,244,275,True
3851,17,1804,1925,True
3851,19,363,385,True
3851,23,1843,1925,True
3851,29,1864,1925,True
3853,3,206,321,True
3853,5,989,1284,True
3853,11,1729,1926,True
3853,17,1181,1284,True
3853,23,199,214,True
3853,29,309,321,True
3863,2,971,1931,True
3863,3,1271,1931,True
3863,7,1635,1931,True
3863,11,1760,1931,True
3863,17,1838,1931,True
3863,23,1835,1931,True
3863,29,1861,1931,True
3877,3,1284,1938,True
3877,5,1011,1292,True
3877,7,1093,1292,True
3877,11,1761,1938,True
3877,13,1805,1938,True
3877,17,297,323,True
3877,19,1833,1938,True
3877,23,303,323,True
3877,29,619,646,True
3881,2,181,388,True
3881,3,494,776,True
3881,5,373,485,True
3881,7,641,776,True
3881,11,161,194,True
3881,19,1847,1940,True
3881,29,927,970,True
3889,2,289,648,True
3889,3,45,81,True
3889,5,773,972,True
3889,7,1646,1944,True
3889,13,121,144,True
3889,17,885,972,True
3889,23,149,162,True
3907,3,873,1302,True
3907,7,1091,1302,True
3907,11,1766,1953,True
3907,13,497,558,True
3907,19,1855,1953,True
3907,23,1865,1953,True
3907,29,541,558,True
3911,2,983,1955,True
3911,3,1289,1955,True
3911,5,1506,1955,True
3911,7,1674,1955,True
3911,11,1765,1955,True
3911,17,1833,1955,True
3911,29,15,17,True
3917,7,137,178,True
3917,11,1751,1958,True
3917,13,1799,1958,True
3919,2,979,1959,True
3919,5,1570,1959,True
3919,7,551,653,True
3919,11,1183,1306,True
3919,17,1821,1959,True
3919,19,1225,1306,True
3919,23,1249,1306,True
3919,29,628,653,True
3923,3,1313,1961,True
3923,7,1700,1961,True
3923,11,1798,1961,True
3923,13,1799,1961,True
3923,17,1844,1961,True
3929,2,965,1964,True
3929,5,1569,1964,True
3929,7,830,982,True
3929,13,899,982,True
3929,17,458,491,True
3931,5,1572,1965,True
3931,11,703,786,True
3931,17,611,655,True
3931,19,1213,1310,True
3931,23,120,131,True
3931,29,1919,1965,True
3943,2,101,219,True
3943,11,393,438,True
3943,13,603,657,True
3943,17,1853,1971,True
3943,19,1865,1971,True
3943,23,1888,1971,True
3943,29,1891,1971,True
3947,3,1340,1973,True
3947,7,1674,1973,True
3947,19,1858,1973,True
3947,23,1894,1973,True
3967,2,1003,1983,True
3967,3,875,1322,True
3967,5,1039,1322,True
3967,7,1688,1983,True
3967,11,1805,1983,True
3967,19,623,661,True
3967,23,631,661,True
3967,29,1905,1983,True
3989,5,1615,1994,True
3989,29,961,997,True
4001,2,497,1000,True
4001,5,146,200,True
4001,7,847,1000,True
4001,11,138,160,True
4001,13,905,1000,True
4001,19,933,1000,True
4001,29,1923,2000,True
4003,7,1717,2001,True
4003,11,604,667,True
4003,13,586,667,True
4003,17,628,667,True
4003,19,1902,2001,True
4003,29,1934,2001,True
4007,2,1047,2003,True
4007,3,1295,2003,True
4007,7,1695,2003,True
4007,13,1848,2003,True
4007,23,1897,2003,True
4007,29,1939,2003,True
4013,7,863,1003,True
4013,11,894,1003,True
4013,13,1833,2006,True
4013,17,1881,2006,True
4013,19,939,1003,True
4019,3,27,49,True
4019,5,1633,2009,True
4019,19,1914,2009,True
4019,23,1900,2009,True
4021,3,660,1005,True
4021,5,804,1005,True
4021,7,10,20,True
4021,13,117,134,True
4021,17,623,670,True
4021,29,779,804,True
4027,2,649,1342,True
4027,7,1139,1342,True
4027,13,54,61,True
4027,17,1900,2013,True
4027,19,1898,2013,True
4027,23,339,366,True
4027,29,1949,2013,True
4049,2,241,506,True
4049,5,1619,2024,True
4049,11,1815,2024,True
4049,13,153,176,True
4049,23,167,184,True
4051,2,17,50,True
4051,3,541,810,True
4051,5,1617,2025,True
4051,7,568,675,True
4051,11,1207,1350,True
4051,13,1217,1350,True
4051,19,757,810,True
4051,23,775,810,True
4051,29,1950,2025,True
4057,2,67,169,True
4057,3,214,338,True
4057,7,1741,2028,True
4057,11,453,507,True
4057,13,307,338,True
4057,19,1278,1352,True
4057,23,949,1014,True
4057,29,1307,1352,True
4073,2,999,2036,True
4073,11,1852,2036,True
4073,13,472,509,True
4073,19,471,509,True
4073,23,483,509,True
4073,29,1965,2036,True
4079,2,999,2039,True
4079,3,1379,2039,True
4079,5,1603,2039,True
4079,7,1752,2039,True
4079,13,1862,2039,True
4079,17,1887,2039,True
4079,19,1923,2039,True
4091,3,1376,2045,True
4091,5,1659,2045,True
4091,7,344,409,True
4091,11,1864,2045,True
4091,13,1901,2045,True
4091,17,757,818,True
4091,23,1956,2045,True
4093,3,200,341,True
4093,11,1865,2046,True
4093,13,1253,1364,True
4093,17,27,31,True
4093,29,984,1023,True
4099,3,891,1366,True
4099,5,1635,2049,True
4099,7,1179,1366,True
4099,11,1862,2049,True
4099,13,1859,2049,True
4099,17,1924,2049,True
4099,19,1935,2049,True
4099,23,1961,2049,True
4111,2,1079,2055,True
4111,3,529,822,True
4111,5,1666,2055,True
4111,7,683,822,True
4111,11,370,411,True
4111,13,629,685,True
4111,23,1973,2055,True
4111,29,392,411,True
4127,2,1035,2063,True
4127,3,1352,2063,True
4127,11,1893,2063,True
4127,17,1939,2063,True
4127,23,1966,2063,True
4127,29,1969,2063,True
4129,2,317,688,True
4129,3,79,129,True
4129,5,809,1032,True
4129,7,1179,1376,True
4129,11,456,516,True
4129,17,1955,2064,True
4129,19,1913,2064,True
4129,23,119,129,True
4133,13,946,1033,True
4133,17,976,1033,True
4133,23,985,1033,True
4139,3,1391,2069,True
4139,5,1635,2069,True
4139,17,1942,2069,True
4139,23,1977,2069,True
4153,2,153,346,True
4153,3,340,519,True
4153,7,1779,2076,True
4153,11,1247,1384,True
4153,13,1265,1384,True
4153,19,977,1038,True
4153,23,324,346,True
4153,29,994,1038,True
4157,13,955,1039,True
4157,17,969,1039,True
4159,2,983,2079,True
4159,5,17,27,True
4159,7,503,594,True
4159,13,1923,2079,True
4159,17,545,594,True
4159,19,1304,1386,True
4159,23,661,693,True
4177,2,35,87,True
4177,3,140,232,True
4177,13,54,72,True
4177,17,1297,1392,True
4177,19,323,348,True
4177,23,1319,1392,True
4177,29,325,348,True
4201,2,261,525,True
4201,3,265,420,True
4201,5,25,35,True
4201,7,1789,2100,True
4201,17,993,1050,True
4201,29,503,525,True
4211,2,369,842,True
4211,3,1379,2105,True
4211,5,1688,2105,True
4211,11,757,842,True
4211,13,1936,2105,True
4211,19,1996,2105,True
4211,29,2032,2105,True
4217,2,537,1054,True
4217,7,206,248,True
4217,11,1883,2108,True
4217,17,1980,2108,True
4217,23,504,527,True
4219,5,562,703,True
4219,7,1817,2109,True
4219,11,633,703,True
4219,13,1275,1406,True
4219,19,1317,1406,True
4219,23,667,703,True
4229,5,1659,2114,True
4229,7,918,1057,True
4229,11,965,1057,True
4229,13,1953,2114,True
4229,17,1989,2114,True
4229,19,2009,2114,True
4229,29,2041,2114,True
4231,2,1051,2115,True
4231,5,179,235,True
4231,7,602,705,True
4231,11,1915,2115,True
4231,17,643,705,True
4231,19,2000,2115,True
4231,23,664,705,True
4241,2,1059,2120,True
4241,5,1694,2120,True
4241,7,688,848,True
4241,11,753,848,True
4241,13,1917,2120,True
4241,17,1987,2120,True
4241,19,391,424,True
4241,23,2029,2120,True
4241,29,2035,2120,True
4243,5,1110,1414,True
4243,11,1906,2121,True
4243,13,1293,1414,True
4243,17,1318,1414,True
4243,19,1333,1414,True
4243,23,2033,2121,True
4243,29,2044,2121,True
4253,7,913,1063,True
4253,19,2009,2126,True
4259,3,1433,2129,True
4259,5,1702,2129,True
4259,7,1801,2129,True
4259,11,1932,2129,True
4259,17,1998,2129,True
4259,19,2020,2129,True
4259,29,2058,2129,True
4261,3,1385,2130,True
4261,5,97,142,True
4261,11,385,426,True
4261,13,641,710,True
4261,17,1337,1420,True
4261,19,1013,1065,True
4261,23,2031,2130,True
4271,2,137,305,True
4271,3,1403,2135,True
4271,5,331,427,True
4271,11,535,610,True
4271,17,2015,2135,True
4271,19,2026,2135,True
4273,2,251,534,True
4273,3,1409,2136,True
4273,11,469,534,True
4273,13,483,534,True
4273,19,2017,2136,True
4273,23,677,712,True
4283,3,1403,2141,True
4283,7,1847,2141,True
4283,17,2030,2141,True
4283,19,2031,2141,True
4283,23,2041,2141,True
4283,29,2081,2141,True
4289,2,499,1072,True
4289,5,1655,2144,True
4289,13,1987,2144,True
4297,2,263,537,True
4297,3,355,537,True
4297,13,1324,1432,True
4297,17,492,537,True
4297,19,17,24,True
4297,29,2073,2148,True
4327,2,1083,2163,True
4327,5,1131,1442,True
4327,11,1283,1442,True
4327,13,1327,1442,True
4327,17,2030,2163,True
4327,19,684,721,True
4327,23,1371,1442,True
4327,29,296,309,True
4337,2,1083,2168,True
4337,7,457,542,True
4337,11,236,271,True
4337,17,2025,2168,True
4337,19,2043,2168,True
4337,23,1033,1084,True
4337,29,2095,2168,True
4339,2,683,1446,True
4339,3,309,482,True
4339,5,1711,2169,True
4339,7,1888,2169,True
4339,13,1986,2169,True
4339,17,2063,2169,True
4339,23,2089,2169,True
4339,29,457,482,True
4349,5,862,1087,True
4349,7,909,1087,True
4349,11,1965,2174,True
4349,19,1031,1087,True
4349,23,1029,1087,True
4349,29,2103,2174,True
4357,3,115,198,True
4357,7,1209,1452,True
4357,11,663,726,True
4357,13,1345,1452,True
4357,17,447,484,True
4357,19,113,121,True
4357,23,1383,1452,True
4357,29,2095,2178,True
4363,7,1243,1454,True
4363,11,654,727,True
4363,19,685,727,True
4363,29,2078,2181,True
4373,17,1033,1093,True
4373,23,2075,2186,True
4373,29,1051,1093,True
4391,2,1079,2195,True
4391,3,1448,2195,True
4391,5,1726,2195,True
4391,7,731,878,True
4391,11,1997,2195,True
4391,13,401,439,True
4391,19,2084,2195,True
4391,23,415,439,True
4397,7,131,157,True
4397,13,1012,1099,True
4397,23,1048,1099,True
4409,2,281,551,True
4409,5,432,551,True
4409,11,2015,2204,True
4409,19,101,116,True
4409,23,2101,2204,True
4409,29,2129,2204,True
4421,2,151,340,True
4421,5,323,442,True
4421,7,1905,2210,True
4421,13,2029,2210,True
4421,17,1035,1105,True
4421,23,837,884,True
4421,29,421,442,True
4423,2,367,737,True
4423,7,1887,2211,True
4423,11,1339,1474,True
4423,13,2039,2211,True
4423,17,1367,1474,True
4423,19,694,737,True
4423,23,2098,2211,True
4423,29,1411,1474,True
4441,2,1111,2220,True
4441,3,704,1110,True
4441,5,864,1110,True
4441,7,757,888,True
4441,11,1331,1480,True
4441,13,105,120,True
4441,17,2083,2220,True
4441,19,1393,1480,True
4441,23,343,370,True
4441,29,2131,2220,True
4447,2,1163,2223,True
4447,5,374,494,True
4447,13,221,247,True
4447,19,457,494,True
4447,23,1407,1482,True
4451,3,1469,2225,True
4451,5,1803,2225,True
4451,7,1939,2225,True
4451,11,2005,2225,True
4451,19,823,890,True
4451,23,843,890,True
4457,2,545,1114,True
4457,19,2111,2228,True
4457,23,1055,1114,True
4457,29,535,557,True
4463,2,1131,2231,True
4463,3,1505,2231,True
4463,11,2017,2231,True
4463,13,2040,2231,True
4463,17,2106,2231,True
4481,2,241,560,True
4481,5,1770,2240,True
4481,7,1907,2240,True
4481,11,497,560,True
4481,13,2065,2240,True
4481,19,1039,1120,True
4481,23,841,896,True
