p-th Cyclo pol,qMin = #elements in `sparsest field`,sparsity,ord_p(qMin),sparsity <= ord_p(qMin)?
1453,11,28,33,True
1453,13,335,363,True
1453,17,681,726,True
1453,19,682,726,True
1453,23,342,363,True
1459,2,249,486,True
1459,5,190,243,True
1459,7,209,243,True
1459,11,667,729,True
1459,13,671,729,True
1459,17,453,486,True
1459,19,694,729,True
1459,23,701,729,True
1459,29,708,729,True
1471,2,115,245,True
1471,3,178,294,True
1471,5,594,735,True
1471,11,676,735,True
1471,13,453,490,True
1471,17,96,105,True
1471,19,226,245,True
1471,23,230,245,True
1481,2,171,370,True
1481,5,581,740,True
1481,7,156,185,True
1481,11,271,296,True
1481,13,32,37,True
1481,17,61,74,True
1481,23,695,740,True
1483,7,630,741,True
1483,13,229,247,True
1483,17,713,741,True
1483,19,467,494,True
1483,23,718,741,True
1483,29,713,741,True
1487,2,375,743,True
1487,3,521,743,True
1487,7,641,743,True
1487,11,668,743,True
1487,17,696,743,True
1487,23,707,743,True
1489,2,371,744,True
1489,3,470,744,True
1489,5,286,372,True
1489,7,407,496,True
1489,11,217,248,True
1489,13,449,496,True
1489,17,473,496,True
1489,19,699,744,True
1489,23,467,496,True
1493,7,637,746,True
1493,19,691,746,True
1499,3,500,749,True
1499,5,602,749,True
1499,7,179,214,True
1499,13,693,749,True
1499,29,732,749,True
1511,2,375,755,True
1511,3,97,151,True
1511,5,587,755,True
1511,7,614,755,True
1511,13,687,755,True
1511,17,699,755,True
1511,19,702,755,True
1523,3,515,761,True
1523,19,721,761,True
1523,23,737,761,True
1531,3,100,170,True
1531,5,66,85,True
1531,7,66,85,True
1531,11,134,153,True
1531,13,707,765,True
1531,17,720,765,True
1531,19,93,102,True
1531,23,489,510,True
1531,29,149,153,True
1543,2,395,771,True
1543,3,337,514,True
1543,7,211,257,True
1543,11,469,514,True
1543,13,713,771,True
1543,17,234,257,True
1543,29,246,257,True
1549,3,165,258,True
1549,5,59,86,True
1549,7,655,774,True
1549,11,117,129,True
1549,13,469,516,True
1549,17,38,43,True
1549,23,733,774,True
1553,2,77,194,True
1553,23,367,388,True
1553,29,373,388,True
1559,2,391,779,True
1559,3,512,779,True
1559,5,605,779,True
1559,7,654,779,True
1559,11,698,779,True
1559,13,691,779,True
1559,17,31,38,True
1559,29,748,779,True
1567,2,387,783,True
1567,7,676,783,True
1567,13,473,522,True
1567,19,157,174,True
1567,29,750,783,True
1571,3,542,785,True
1571,5,627,785,True
1571,7,665,785,True
1571,13,289,314,True
1571,17,293,314,True
1571,19,749,785,True
1571,23,151,157,True
1571,29,755,785,True
1579,2,245,526,True
1579,5,616,789,True
1579,7,451,526,True
1579,11,232,263,True
1579,17,751,789,True
1579,19,751,789,True
1579,23,751,789,True
1579,29,762,789,True
1583,2,407,791,True
1583,3,70,113,True
1583,7,186,226,True
1583,11,703,791,True
1583,13,100,113,True
1583,17,750,791,True
1583,23,761,791,True
1597,2,233,532,True
1597,3,11,19,True
1597,5,421,532,True
1597,7,656,798,True
1597,17,377,399,True
1597,19,744,798,True
1597,23,503,532,True
1601,2,191,400,True
1601,5,297,400,True
1601,13,55,64,True
1601,19,22,25,True
1601,29,187,200,True
1607,2,423,803,True
1607,3,539,803,True
1607,17,754,803,True
1607,23,772,803,True
1609,2,93,201,True
1609,3,161,268,True
1609,5,51,67,True
1609,11,184,201,True
1609,13,179,201,True
1609,19,493,536,True
1609,23,509,536,True
1613,2,15,52,True
1613,13,737,806,True
1613,17,376,403,True
1613,19,739,806,True
1613,23,761,806,True
1619,3,554,809,True
1619,5,640,809,True
1619,11,729,809,True
1619,17,763,809,True
1619,29,784,809,True
1621,3,26,45,True
1621,5,328,405,True
1621,7,66,81,True
1621,11,358,405,True
1621,13,745,810,True
1621,19,378,405,True
1621,23,506,540,True
1621,29,307,324,True
1627,2,251,542,True
1627,5,418,542,True
1627,7,685,813,True
1627,11,243,271,True
1627,13,497,542,True
1627,19,769,813,True
1627,23,759,813,True
1627,29,509,542,True
1637,11,363,409,True
1637,13,373,409,True
1637,23,389,409,True
1637,29,803,818,True
1657,2,33,92,True
1657,3,129,207,True
1657,5,419,552,True
1657,7,147,184,True
1657,13,163,184,True
1657,17,194,207,True
1657,19,789,828,True
1657,23,779,828,True
1657,29,261,276,True
1663,2,419,831,True
1663,7,461,554,True
1663,11,752,831,True
1663,13,762,831,True
1663,17,510,554,True
1663,19,798,831,True
1663,23,786,831,True
1663,29,533,554,True
1667,3,542,833,True
1667,11,748,833,True
1667,13,43,49,True
1667,17,788,833,True
1667,19,790,833,True
1667,23,790,833,True
1669,3,78,139,True
1669,5,687,834,True
1669,19,777,834,True
1669,23,396,417,True
1669,29,130,139,True
1693,3,536,846,True
1693,11,165,188,True
1693,13,128,141,True
1697,2,409,848,True
1697,11,89,106,True
1697,19,195,212,True
1697,23,403,424,True
1699,2,279,566,True
1699,5,229,283,True
1699,7,721,849,True
1699,13,793,849,True
1699,17,265,283,True
1699,19,803,849,True
1699,23,269,283,True
1699,29,541,566,True
1709,2,89,244,True
1709,5,691,854,True
1709,7,733,854,True
1709,11,787,854,True
1709,17,791,854,True
1721,2,101,215,True
1721,5,327,430,True
1721,11,791,860,True
1721,17,202,215,True
1721,19,401,430,True
1723,2,291,574,True
1723,5,465,574,True
1723,7,457,574,True
1723,11,17,21,True
1723,13,521,574,True
1723,19,825,861,True
1723,23,828,861,True
1733,7,375,433,True
1733,13,805,866,True
1733,17,403,433,True
1733,19,819,866,True
1733,23,416,433,True
1733,29,841,866,True
1741,3,581,870,True
1741,5,10,15,True
1741,7,487,580,True
1741,11,392,435,True
1741,13,47,58,True
1741,17,541,580,True
1741,23,27,29,True
1741,29,831,870,True
1747,11,522,582,True
1747,17,815,873,True
1747,19,272,291,True
1747,23,838,873,True
1747,29,847,873,True
1753,2,69,146,True
1753,3,598,876,True
1753,5,470,584,True
1753,11,797,876,True
1753,13,527,584,True
1753,17,823,876,True
1753,19,271,292,True
1753,23,548,584,True
1753,29,837,876,True
1759,2,447,879,True
1759,3,371,586,True
1759,5,228,293,True
1759,11,807,879,True
1759,13,820,879,True
1759,17,825,879,True
1759,19,539,586,True
1759,23,830,879,True
1777,2,31,74,True
1777,3,605,888,True
1777,7,495,592,True
1777,11,41,48,True
1777,13,815,888,True
1777,17,271,296,True
1777,23,283,296,True
1783,2,455,891,True
1783,3,373,594,True
1783,5,121,162,True
1783,7,757,891,True
1783,17,850,891,True
1783,29,563,594,True
1787,3,575,893,True
1787,17,850,893,True
1789,2,285,596,True
1789,3,562,894,True
1789,5,675,894,True
1789,7,763,894,True
1789,11,525,596,True
1789,13,547,596,True
1789,17,847,894,True
1789,23,851,894,True
1789,29,429,447,True
1801,2,9,25,True
1801,3,270,450,True
1801,5,730,900,True
1801,7,371,450,True
1801,17,167,180,True
1801,23,113,120,True
1801,29,189,200,True
1811,2,165,362,True
1811,3,590,905,True
1811,5,720,905,True
1811,7,151,181,True
1811,11,823,905,True
1811,13,842,905,True
1811,17,842,905,True
1811,19,337,362,True
1811,23,875,905,True
1811,29,878,905,True
1823,2,435,911,True
1823,3,605,911,True
1823,7,789,911,True
1823,11,824,911,True
1823,13,830,911,True
1823,17,867,911,True
1823,19,845,911,True
1823,29,875,911,True
1831,2,149,305,True
1831,5,249,305,True
1831,13,551,610,True
1831,17,109,122,True
1831,19,577,610,True
1831,23,862,915,True
1831,29,57,61,True
1847,2,479,923,True
1847,3,632,923,True
1847,7,793,923,True
1847,11,60,71,True
1847,13,858,923,True
1847,23,885,923,True
1847,29,883,923,True
1861,3,193,310,True
1861,5,21,31,True
1861,7,304,372,True
1861,13,109,124,True
1861,17,171,186,True
1861,29,149,155,True
1867,3,397,622,True
1867,5,481,622,True
1867,7,798,933,True
1867,11,858,933,True
1867,17,575,622,True
1867,19,587,622,True
1871,2,463,935,True
1871,3,9,17,True
1871,5,730,935,True
1871,7,309,374,True
1871,11,331,374,True
1871,13,869,935,True
1871,17,866,935,True
1871,29,159,170,True
1873,2,445,936,True
1873,3,595,936,True
1873,5,513,624,True
1873,7,97,117,True
1873,11,279,312,True
1873,13,135,156,True
1873,17,187,208,True
1873,19,217,234,True
1873,23,195,208,True
1873,29,599,624,True
1877,3,173,268,True
1877,7,811,938,True
1879,2,479,939,True
1879,3,421,626,True
1879,5,759,939,True
1879,7,805,939,True
1879,17,884,939,True
1879,29,911,939,True
1889,2,219,472,True
1889,5,363,472,True
1889,13,863,944,True
1889,17,55,59,True
1889,23,891,944,True
1889,29,911,944,True
1901,5,34,50,True
1901,7,789,950,True
1901,11,426,475,True
1901,13,434,475,True
1901,19,87,95,True
1901,23,69,76,True
1901,29,458,475,True
1907,3,623,953,True
1907,7,802,953,True
1907,13,884,953,True
1907,23,917,953,True
1907,29,917,953,True
1913,2,117,239,True
1913,7,817,956,True
1913,17,223,239,True
1913,23,907,956,True
1913,29,917,956,True
1931,3,638,965,True
1931,5,762,965,True
1931,7,847,965,True
1931,11,174,193,True
1931,19,922,965,True
1931,23,919,965,True
1933,2,299,644,True
1933,3,198,322,True
1933,7,809,966,True
1933,11,21,28,True
1933,13,895,966,True
1933,17,601,644,True
1933,23,61,69,True
1949,5,381,487,True
1949,13,446,487,True
1949,19,912,974,True
1949,29,472,487,True
1951,2,507,975,True
1951,5,777,975,True
1951,7,850,975,True
1951,13,66,75,True
1951,17,307,325,True
1951,19,305,325,True
1951,23,926,975,True
1973,5,47,68,True
1973,11,895,986,True
1973,13,25,29,True
1973,17,939,986,True
1973,19,911,986,True
1973,23,939,986,True
1973,29,27,34,True
1979,3,668,989,True
1979,5,786,989,True
1979,7,852,989,True
1979,11,902,989,True
1979,13,920,989,True
1979,19,928,989,True
1979,29,964,989,True
1987,7,864,993,True
1987,11,913,993,True
1987,17,948,993,True
1987,29,633,662,True
1993,2,517,996,True
1993,3,298,498,True
1993,11,599,664,True
1993,13,299,332,True
1993,17,307,332,True
1993,19,303,332,True
1993,29,635,664,True
1997,7,432,499,True
1997,17,473,499,True
1997,29,955,998,True
1999,2,167,333,True
1999,5,801,999,True
1999,7,559,666,True
1999,11,923,999,True
1999,13,311,333,True
1999,23,956,999,True
2003,2,123,286,True
2003,3,638,1001,True
2003,11,243,286,True
2003,13,924,1001,True
2003,17,167,182,True
2003,19,952,1001,True
2003,23,265,286,True
2011,2,199,402,True
2011,5,820,1005,True
2011,13,303,335,True
2011,23,963,1005,True
2017,2,149,336,True
2017,3,644,1008,True
2017,7,856,1008,True
2017,11,229,252,True
2017,13,257,288,True
2017,17,625,672,True
2017,23,481,504,True
2017,29,323,336,True
2027,3,665,1013,True
2027,13,939,1013,True
2027,17,941,1013,True
2027,19,955,1013,True
2029,3,103,169,True
2029,5,815,1014,True
2029,7,579,676,True
2029,11,154,169,True
2029,13,465,507,True
2029,29,498,507,True
2039,2,507,1019,True
2039,3,689,1019,True
2039,5,821,1019,True
2039,17,950,1019,True
2039,23,974,1019,True
2039,29,989,1019,True
2053,3,705,1026,True
2053,7,285,342,True
2053,11,614,684,True
2053,13,477,513,True
2053,17,483,513,True
2053,19,965,1026,True
2053,23,317,342,True
2053,29,165,171,True
2063,2,507,1031,True
2063,3,701,1031,True
2063,7,879,1031,True
2063,11,947,1031,True
2063,13,958,1031,True
2063,29,988,1031,True
2069,5,63,94,True
2069,7,442,517,True
2069,11,40,47,True
2069,19,977,1034,True
2081,2,527,1040,True
2081,5,399,520,True
2081,7,885,1040,True
2081,11,139,160,True
2081,13,933,1040,True
2081,29,993,1040,True
2083,13,964,1041,True
2083,17,321,347,True
2083,19,994,1041,True
2083,23,665,694,True
2083,29,1008,1041,True
2087,2,511,1043,True
2087,3,695,1043,True
2087,11,949,1043,True
2087,17,998,1043,True
2087,19,269,298,True
2087,23,1011,1043,True
2087,29,994,1043,True
2089,2,11,29,True
2089,3,645,1044,True
2089,5,821,1044,True
2089,13,945,1044,True
2089,17,27,36,True
2089,19,653,696,True
2089,23,669,696,True
2089,29,249,261,True
2099,3,686,1049,True
2099,5,818,1049,True
2099,7,904,1049,True
2099,17,986,1049,True
2111,2,519,1055,True
2111,3,139,211,True
2111,5,849,1055,True
2111,11,952,1055,True
2111,19,1012,1055,True
2111,29,203,211,True
2113,2,15,44,True
2113,3,694,1056,True
2113,7,153,192,True
2113,11,945,1056,True
2113,19,28,33,True
2113,29,1005,1056,True
2129,2,231,532,True
2129,5,199,266,True
2129,7,40,56,True
2129,13,118,133,True
2129,17,241,266,True
2129,19,995,1064,True
2129,23,18,19,True
2131,3,88,142,True
2131,5,877,1065,True
2131,7,297,355,True
2131,11,979,1065,True
2131,13,317,355,True
2131,17,393,426,True
2131,19,1007,1065,True
2131,23,64,71,True
2131,29,689,710,True
2137,2,505,1068,True
2137,3,347,534,True
2137,5,542,712,True
2137,7,303,356,True
2137,11,971,1068,True
2137,13,656,712,True
2137,17,655,712,True
2137,19,985,1068,True
2137,29,1037,1068,True
2141,5,847,1070,True
2141,13,94,107,True
2141,17,508,535,True
2141,23,199,214,True
2141,29,507,535,True
2143,2,23,51,True
2143,11,269,306,True
2143,17,1015,1071,True
2143,19,1013,1071,True
2143,23,679,714,True
2153,2,531,1076,True
2153,7,229,269,True
2153,19,1019,1076,True
2153,29,260,269,True
2161,2,491,1080,True
2161,3,126,216,True
2161,5,821,1080,True
2161,7,353,432,True
2161,11,477,540,True
2161,13,118,135,True
2161,17,335,360,True
2161,19,401,432,True
2161,29,229,240,True
2179,2,361,726,True
2179,3,147,242,True
2179,5,850,1089,True
2179,11,641,726,True
2179,17,659,726,True
2179,19,1039,1089,True
2179,23,1042,1089,True
2179,29,1071,1089,True
2203,2,359,734,True
2203,3,440,734,True
2203,7,923,1101,True
2203,13,671,734,True
2203,17,663,734,True
2203,19,1034,1101,True
2203,29,1056,1101,True
2207,2,539,1103,True
2207,3,716,1103,True
2207,11,993,1103,True
2207,13,1029,1103,True
2207,19,1040,1103,True
2207,23,1037,1103,True
2213,7,466,553,True
2213,13,1003,1106,True
2213,19,524,553,True
2213,29,1069,1106,True
2221,3,118,185,True
2221,5,283,370,True
2221,7,957,1110,True
2221,17,409,444,True
2221,19,1049,1110,True
2221,23,173,185,True
2221,29,417,444,True
2237,7,481,559,True
2237,11,500,559,True
2237,13,1025,1118,True
2237,17,147,172,True
2237,23,1065,1118,True
2237,29,535,559,True
2239,2,555,1119,True
2239,5,301,373,True
2239,7,316,373,True
2239,11,1030,1119,True
2239,13,343,373,True
2239,17,699,746,True
2239,19,697,746,True
2239,29,1077,1119,True
2243,3,755,1121,True
2243,7,947,1121,True
2243,11,1019,1121,True
2243,17,1061,1121,True
2251,2,379,750,True
2251,3,149,250,True
2251,5,901,1125,True
2251,11,334,375,True
2251,13,77,90,True
2251,19,7,10,True
2251,23,1086,1125,True
2267,3,764,1133,True
2267,7,965,1133,True
2267,29,1106,1133,True
2269,3,20,42,True
2269,5,448,567,True
2269,7,488,567,True
2269,11,508,567,True
2269,17,147,162,True
2269,23,307,324,True
2269,29,549,567,True
2273,2,275,568,True
2281,2,83,190,True
2281,3,130,228,True
2281,5,33,60,True
2281,11,513,570,True
2281,13,137,152,True
2281,17,425,456,True
2281,19,264,285,True
2281,23,527,570,True
2281,29,723,760,True
2287,2,183,381,True
2287,3,475,762,True
2287,5,196,254,True
2287,7,984,1143,True
2287,11,1042,1143,True
2287,13,1057,1143,True
2287,17,117,127,True
2287,23,1096,1143,True
2287,29,1103,1143,True
2293,3,779,1146,True
2293,7,983,1146,True
2293,11,521,573,True
2293,17,349,382,True
2293,19,719,764,True
2293,23,1095,1146,True
2297,2,565,1148,True
2297,3,197,328,True
2297,7,961,1148,True
2297,11,262,287,True
2297,13,1071,1148,True
2297,17,1097,1148,True
2297,19,1091,1148,True
2297,29,1113,1148,True
2309,5,452,577,True
2309,23,1107,1154,True
2311,2,603,1155,True
2311,5,131,165,True
2311,7,84,110,True
2311,13,1065,1155,True
2311,17,360,385,True
2311,19,362,385,True
2311,23,1108,1155,True
2311,29,1114,1155,True
2333,7,500,583,True
2333,11,1045,1166,True
2333,17,1111,1166,True
2333,29,556,583,True
2339,3,788,1169,True
2339,5,946,1169,True
2339,11,148,167,True
2339,13,1074,1169,True
2339,19,1107,1169,True
2341,2,381,780,True
2341,3,122,195,True
2341,5,947,1170,True
2341,11,1033,1170,True
2341,13,1078,1170,True
2341,17,737,780,True
2341,19,65,78,True
2341,23,1098,1170,True
2341,29,747,780,True
2347,2,367,782,True
2347,7,647,782,True
2347,13,39,46,True
2347,17,1093,1173,True
2347,19,20,23,True
2347,23,735,782,True
2351,2,19,47,True
2351,3,785,1175,True
2351,5,934,1175,True
2351,7,980,1175,True
2351,11,209,235,True
2351,17,433,470,True
2351,19,1118,1175,True
2351,23,1120,1175,True
2357,11,1053,1178,True
2357,13,549,589,True
2357,19,555,589,True
2371,5,961,1185,True
2371,7,196,237,True
2371,11,1068,1185,True
2371,17,70,79,True
2371,19,1125,1185,True
2371,29,378,395,True
2377,2,595,1188,True
2377,3,765,1188,True
2377,7,22,27,True
2377,11,88,99,True
2377,17,185,216,True
2377,23,1139,1188,True
2377,29,284,297,True
2381,2,229,476,True
2381,5,173,238,True
2381,7,185,238,True
2381,11,1086,1190,True
2381,17,109,119,True
2381,19,1131,1190,True
2381,23,572,595,True
2383,2,193,397,True
2383,3,487,794,True
2383,7,338,397,True
2383,11,359,397,True
2383,13,1110,1191,True
2383,19,377,397,True
2383,23,1146,1191,True
2383,29,1156,1191,True
2389,3,231,398,True
2389,5,317,398,True
2389,7,1017,1194,True
2389,13,1113,1194,True
2389,17,559,597,True
2389,19,736,796,True
2389,29,765,796,True
2393,2,275,598,True
2393,13,1095,1196,True
2393,17,1121,1196,True
2393,19,93,104,True
2393,23,1133,1196,True
2399,2,599,1199,True
2399,3,806,1199,True
2399,5,944,1199,True
2399,7,1029,1199,True
2399,17,99,109,True
2399,23,1146,1199,True
2411,2,239,482,True
2411,3,788,1205,True
2411,5,977,1205,True
2411,7,1043,1205,True
2411,11,1098,1205,True
2411,13,7,10,True
2411,23,1154,1205,True
2411,29,1172,1205,True
2417,2,589,1208,True
2417,7,497,604,True
2417,13,1100,1208,True
2417,19,1141,1208,True
2417,23,1161,1208,True
2423,2,595,1211,True
2423,3,764,1211,True
2423,7,291,346,True
2423,17,1129,1211,True
2423,19,1142,1211,True
2423,29,1169,1211,True
2437,3,815,1218,True
2437,7,1033,1218,True
2437,11,729,812,True
2437,13,307,348,True
2437,17,755,812,True
2437,19,191,203,True
2437,29,591,609,True
2441,2,141,305,True
2441,3,325,488,True
2441,5,245,305,True
2441,7,399,488,True
2441,13,280,305,True
2441,19,1167,1220,True
2441,23,1169,1220,True
2441,29,231,244,True
2447,2,583,1223,True
2447,3,815,1223,True
2447,13,1152,1223,True
2447,17,1144,1223,True
2447,19,1167,1223,True
2459,3,824,1229,True
2459,5,987,1229,True
2459,11,1100,1229,True
2459,19,1162,1229,True
2459,23,1162,1229,True
2459,29,1189,1229,True
2467,7,1059,1233,True
2467,11,243,274,True
2467,13,1132,1233,True
2467,17,387,411,True
2467,19,769,822,True
2473,2,285,618,True
2473,3,377,618,True
2473,7,1067,1236,True
2473,11,1101,1236,True
2473,13,373,412,True
2473,17,383,412,True
2473,19,771,824,True
2473,23,1185,1236,True
2477,19,594,619,True
2477,23,1187,1238,True
2503,2,615,1251,True
2503,11,1129,1251,True
2503,17,393,417,True
2503,19,1184,1251,True
2503,23,1190,1251,True
2503,29,404,417,True
2521,2,587,1260,True
2521,3,71,126,True
2521,5,57,84,True
2521,7,515,630,True
2521,11,42,56,True
2521,13,283,315,True
2521,29,267,280,True
2531,3,860,1265,True
2531,5,1042,1265,True
2531,11,202,230,True
2531,13,1159,1265,True
2531,17,1199,1265,True
2531,19,39,46,True
2531,23,209,230,True
2539,5,1006,1269,True
2539,7,1113,1269,True
2539,11,237,282,True
2539,13,1172,1269,True
2539,19,1213,1269,True
2539,29,1234,1269,True
2543,2,635,1271,True
2543,3,848,1271,True
2543,11,1149,1271,True
2543,29,1224,1271,True
2549,5,510,637,True
2549,7,1099,1274,True
2549,11,327,364,True
2549,13,589,637,True
2549,17,1187,1274,True
2549,29,187,196,True
2551,2,635,1275,True
2551,3,88,150,True
2551,5,1015,1275,True
2551,7,18,25,True
2551,11,1169,1275,True
2551,13,1170,1275,True
2551,17,21,25,True
2551,23,404,425,True
2551,29,1215,1275,True
2557,3,430,639,True
2557,7,1068,1278,True
2557,11,583,639,True
2557,13,587,639,True
2557,19,612,639,True
2557,23,1231,1278,True
2557,29,1229,1278,True
2579,3,851,1289,True
2579,5,1033,1289,True
2579,7,1112,1289,True
2579,19,1235,1289,True
2591,2,639,1295,True
2591,3,161,259,True
2591,5,137,185,True
2591,11,31,37,True
2591,13,1179,1295,True
2591,17,67,74,True
2591,23,1249,1295,True
2593,2,35,81,True
2593,3,410,648,True
2593,5,16,32,True
2593,17,609,648,True
2593,19,200,216,True
2593,23,829,864,True
2609,2,609,1304,True
2609,5,500,652,True
2609,13,593,652,True
2609,17,1207,1304,True
2609,19,611,652,True
2609,29,156,163,True
2617,2,659,1308,True
2617,3,267,436,True
2617,7,741,872,True
2617,11,797,872,True
2617,13,98,109,True
2617,17,307,327,True
2617,23,310,327,True
2617,29,1255,1308,True
2621,3,325,524,True
2621,5,95,131,True
2621,11,592,655,True
2621,19,491,524,True
2621,29,507,524,True
2633,2,647,1316,True
2633,7,275,329,True
2633,11,587,658,True
2633,17,1245,1316,True
2633,19,625,658,True
2633,29,1253,1316,True
2647,2,639,1323,True
2647,11,1195,1323,True
2647,19,269,294,True
2647,29,851,882,True
2657,2,75,166,True
2657,7,567,664,True
2657,13,25,32,True
2657,19,623,664,True
2657,23,315,332,True
2659,5,1057,1329,True
2659,7,1133,1329,True
2659,11,388,443,True
2659,13,805,886,True
2659,19,1256,1329,True
2659,23,418,443,True
2659,29,431,443,True
2663,2,679,1331,True
2663,3,908,1331,True
2663,7,1133,1331,True
2663,19,1271,1331,True
2663,29,1292,1331,True
2671,2,205,445,True
2671,3,573,890,True
2671,5,1075,1335,True
2671,11,797,890,True
2671,13,813,890,True
2671,17,247,267,True
2677,3,439,669,True
2677,11,592,669,True
2677,13,1221,1338,True
2677,17,624,669,True
2677,19,211,223,True
2677,23,212,223,True
2677,29,644,669,True
2683,7,743,894,True
2683,11,1233,1341,True
2683,13,269,298,True
2683,17,273,298,True
2683,19,830,894,True
2683,23,1294,1341,True
2683,29,281,298,True
2687,2,33,79,True
2687,3,866,1343,True
2687,7,1136,1343,True
2687,13,1241,1343,True
2687,17,1275,1343,True
2687,19,1258,1343,True
2687,23,1293,1343,True
2687,29,149,158,True
2689,2,101,224,True
2689,3,869,1344,True
2689,5,527,672,True
2689,7,1137,1344,True
2689,11,159,192,True
2689,13,810,896,True
2689,17,359,384,True
2689,23,363,384,True
2693,11,1217,1346,True
2693,23,646,673,True
2693,29,1297,1346,True
2699,3,935,1349,True
2699,5,1074,1349,True
2699,17,1279,1349,True
2707,5,681,902,True
2707,7,1161,1353,True
2707,11,805,902,True
2707,13,1239,1353,True
2707,17,416,451,True
2711,2,635,1355,True
2711,3,908,1355,True
2711,5,1062,1355,True
2711,13,501,542,True
2711,17,254,271,True
2711,19,1272,1355,True
2711,23,1298,1355,True
2713,2,701,1356,True
2713,3,282,452,True
2713,7,1163,1356,True
2713,13,635,678,True
2713,19,855,904,True
2713,29,1299,1356,True
2719,2,699,1359,True
2719,5,365,453,True
2719,7,1185,1359,True
2719,11,399,453,True
2719,17,1254,1359,True
2719,19,1287,1359,True
2719,23,144,151,True
2719,29,1313,1359,True
2729,2,687,1364,True
2729,5,1078,1364,True
2729,11,307,341,True
2729,13,53,62,True
2729,17,113,124,True
2729,29,235,248,True
2731,2,5,26,True
2731,5,1086,1365,True
2731,13,412,455,True
2731,17,363,390,True
2731,19,255,273,True
2731,23,1311,1365,True
2731,29,1326,1365,True
2741,5,208,274,True
2741,7,115,137,True
2741,11,481,548,True
2741,17,1287,1370,True
2741,19,249,274,True
2741,23,1311,1370,True
2749,2,431,916,True
2749,3,921,1374,True
2749,5,181,229,True
2749,7,759,916,True
2749,11,827,916,True
2749,23,1289,1374,True
2749,29,1311,1374,True
2753,2,697,1376,True
2753,7,583,688,True
2753,11,1239,1376,True
2753,13,149,172,True
2753,17,1297,1376,True
2753,19,77,86,True
2753,23,1289,1376,True
2767,2,223,461,True
2767,7,771,922,True
2767,11,417,461,True
2767,17,429,461,True
2767,19,430,461,True
2767,23,436,461,True
2777,2,681,1388,True
2777,11,308,347,True
2777,29,1313,1388,True
2789,5,560,697,True
2789,11,143,164,True
2789,17,644,697,True
2789,23,1327,1394,True
2789,29,38,41,True
2791,2,227,465,True
2791,3,362,558,True
2791,5,363,465,True
2791,7,1196,1395,True
2791,11,81,93,True
2791,13,1281,1395,True
2791,17,525,558,True
2791,19,525,558,True
2791,23,891,930,True
2791,29,1350,1395,True
2797,3,441,699,True
2797,7,1161,1398,True
2797,11,210,233,True
2797,13,837,932,True
2797,17,652,699,True
2797,19,647,699,True
2797,29,447,466,True
2801,2,709,1400,True
2801,5,263,350,True
2801,7,3,5,True
2801,17,47,56,True
2801,23,183,200,True
2803,3,615,934,True
2803,5,753,934,True
2803,7,1201,1401,True
2803,13,855,934,True
2803,17,433,467,True
2803,19,439,467,True
2803,23,447,467,True
2819,3,938,1409,True
2819,5,1125,1409,True
2819,7,1214,1409,True
2819,29,1353,1409,True
2833,2,49,118,True
2833,3,411,708,True
2833,7,798,944,True
2833,11,823,944,True
2833,13,1291,1416,True
2833,17,883,944,True
2833,23,331,354,True
2833,29,1357,1416,True
2837,7,607,709,True
2837,13,651,709,True
2837,17,658,709,True
2837,19,1333,1418,True
2837,23,1351,1418,True
2837,29,1357,1418,True
2843,3,130,203,True
2843,13,24,29,True
2843,17,1336,1421,True
2843,19,1346,1421,True
2843,23,1348,1421,True
2843,29,1370,1421,True
2851,3,19,38,True
2851,5,74,95,True
2851,11,1282,1425,True
2851,13,1316,1425,True
2851,17,135,150,True
2851,23,453,475,True
2851,29,460,475,True
2857,2,35,102,True
2857,3,45,84,True
2857,5,315,408,True
2857,7,165,204,True
2857,13,69,84,True
2857,17,663,714,True
2857,19,445,476,True
2861,5,579,715,True
2861,7,180,220,True
2861,11,659,715,True
2861,13,49,55,True
2861,17,237,260,True
2861,19,678,715,True
2861,23,688,715,True
2879,2,711,1439,True
2879,3,995,1439,True
2879,5,1123,1439,True
2879,11,1317,1439,True
2879,19,1370,1439,True
2887,2,739,1443,True
2887,3,43,78,True
2887,7,27,37,True
2887,11,873,962,True
2887,13,433,481,True
2887,19,459,481,True
2887,23,909,962,True
2887,29,1399,1443,True
2897,2,697,1448,True
2897,11,659,724,True
2897,19,1364,1448,True
2903,2,747,1451,True
2903,3,992,1451,True
2903,7,1253,1451,True
2903,11,1274,1451,True
2903,13,1321,1451,True
2903,17,1368,1451,True
2903,19,1370,1451,True
2903,23,1388,1451,True
2909,5,584,727,True
2909,7,619,727,True
2909,11,1315,1454,True
2909,13,1325,1454,True
2909,17,1345,1454,True
2909,29,1399,1454,True
2917,2,479,972,True
2917,3,986,1458,True
2917,23,925,972,True
2927,2,767,1463,True
2927,3,131,209,True
2927,7,341,418,True
2927,17,29,38,True
2927,23,393,418,True
2927,29,143,154,True
2939,3,968,1469,True
2939,5,84,113,True
2939,7,1223,1469,True
2939,11,1333,1469,True
2939,13,1346,1469,True
2939,17,1392,1469,True
2939,19,1394,1469,True
2953,2,229,492,True
2953,3,487,738,True
2953,5,256,328,True
2953,7,829,984,True
2953,11,651,738,True
2953,23,1387,1476,True
2953,29,351,369,True
2957,11,1339,1478,True
2957,17,694,739,True
2957,23,1423,1478,True
2957,29,1433,1478,True
2963,3,1001,1481,True
